phen1,phen2,rho,rho.lower,rho.upper,r2,r2.lower,r2.upper,p,LOC
SLE_Discovery,SLE_Replication,-0.391789,-1,0.14358,0.153499,0,1,0.145245,939
SLE_Discovery,SLE_Replication,0.342735,-0.31217,1,0.117467,0,1,0.283817,944
SLE_Discovery,SLE_Replication,0.541521,0.10655,1,0.293245,0.01446,1,0.0189004,946
SLE_Discovery,SLE_Replication,-0.71755,-1,0.02266,0.514878,0,1,0.0588668,947
SLE_Discovery,SLE_Replication,0.11376,-0.28749,0.54155,0.0129413,0,0.29885,0.560315,948
SLE_Discovery,SLE_Replication,0.52222,0.23303,0.87779,0.272714,0.0543,0.77051,0.000701305,949
SLE_Discovery,SLE_Replication,0.507892,0.03049,1,0.257954,0.00442,1,0.0405597,950
SLE_Discovery,SLE_Replication,0.82498,0.39429,1,0.680592,0.15546,1,0.000797624,951
SLE_Discovery,SLE_Replication,0.589659,0.25865,1,0.347698,0.0669,1,0.00108589,952
SLE_Discovery,SLE_Replication,0.814079,0.42249,1,0.662725,0.1785,1,0.00071544,953
SLE_Discovery,SLE_Replication,0.559885,0.24568,0.94481,0.313471,0.06036,0.89266,0.00146441,954
SLE_Discovery,SLE_Replication,0.514606,0.20847,0.82877,0.26482,0.04346,0.68686,0.00216497,955
SLE_Discovery,SLE_Replication,0.544759,0.30716,0.79211,0.296763,0.09435,0.62744,3.60347e-05,956
SLE_Discovery,SLE_Replication,0.780453,0.62755,0.94374,0.609107,0.39382,0.89064,3.76267e-14,957
SLE_Discovery,SLE_Replication,0.60911,0.37838,0.8555,0.371015,0.14317,0.73187,1.10281e-05,958
SLE_Discovery,SLE_Replication,0.873382,0.69601,1,0.762796,0.48443,1,1.81975e-10,959
SLE_Discovery,SLE_Replication,0.640384,0.48386,0.79487,0.410091,0.23412,0.63181,4.89122e-11,960
SLE_Discovery,SLE_Replication,0.621247,0.47409,0.77411,0.385948,0.22476,0.59925,4.42507e-13,961
SLE_Discovery,SLE_Replication,0.913776,0.76949,1,0.834987,0.59212,1,7.11448e-13,962
SLE_Discovery,SLE_Replication,0.930104,0.68159,1,0.865093,0.46456,1,0.000339667,963
SLE_Discovery,SLE_Replication,0.930216,0.84916,1,0.865301,0.72107,1,1.95516e-31,964
SLE_Discovery,SLE_Replication,0.932263,0.85039,1,0.869114,0.72317,1,6.85319e-36,965
SLE_Discovery,SLE_Replication,0.97977,0.9267,1,0.95995,0.85877,1,4.92654e-35,966
SLE_Discovery,SLE_Replication,0.791766,0.61384,0.98702,0.626894,0.3768,0.97421,1.11099e-11,967
SLE_Discovery,SLE_Replication,0.56171,0.36176,0.7749,0.315518,0.13087,0.60047,9.45947e-07,968
SLE_Discovery,SLE_Replication,0.254007,-0.07012,0.62045,0.0645197,0,0.38496,0.130284,969
SLE_Discovery,SLE_Replication,-0.0258844,-1,0.95056,0.000670002,0,1,0.942168,972
SLE_Discovery,SLE_Replication,0.112375,-0.59585,0.94307,0.0126282,0,1,0.709537,974
SLE_Discovery,SLE_Replication,0.13667,-0.35661,0.69558,0.0186788,0,0.49588,0.560784,976
SLE_Discovery,SLE_Replication,0.60768,-0.04989,1,0.369274,0,1,0.070343,977
SLE_Discovery,SLE_Replication,-0.203647,-0.85718,0.29961,0.0414722,0,0.74591,0.39991,978
SLE_Discovery,SLE_Replication,-0.0380106,-0.95045,0.83855,0.00144481,0,1,0.911185,981
SLE_Discovery,SLE_Replication,0.107445,-0.75477,1,0.0115444,0,1,0.756764,1003
SLE_Discovery,SLE_Replication,-0.135845,-1,0.63424,0.0184539,0,1,0.676204,1006
SLE_Discovery,SLE_Replication,0.439637,-0.1704,1,0.19328,0,1,0.144871,1009
SLE_Discovery,SLE_Replication,-0.272273,-0.7921,0.1668,0.0741324,0,0.62842,0.208723,1012
SLE_Discovery,SLE_Replication,-0.314689,-1,0.46564,0.0990292,0,1,0.368774,1013
SLE_Discovery,SLE_Replication,0.444838,-0.16724,1,0.197881,0,1,0.142225,1021
SLE_Discovery,SLE_Replication,0.461087,-0.06237,1,0.212601,0,1,0.0825226,1022
SLE_Discovery,SLE_Replication,0.236154,-0.36133,0.97016,0.0557686,0,0.95663,0.393026,1026
SLE_Discovery,SLE_Replication,-0.0190671,-0.40902,0.37716,0.000363556,0,0.2179,0.916967,1037
SLE_Discovery,SLE_Replication,0.747408,0.19153,1,0.558619,0.0383,1,0.0107222,1038
SLE_Discovery,SLE_Replication,0.182892,-0.29345,0.71863,0.0334495,0,0.52619,0.427121,1052
SLE_Discovery,SLE_Replication,0.0929559,-0.54902,0.80049,0.0086408,0,0.74609,0.738605,1054
SLE_Discovery,SLE_Replication,0.0678622,-0.41184,0.55288,0.00460528,0,0.3486,0.758058,1057
SLE_Discovery,SLE_Replication,-0.283672,-1,0.41268,0.0804696,0,1,0.380736,1062
SLE_Discovery,SLE_Replication,0.0973191,-0.53927,0.83188,0.009471,0,0.75508,0.733467,1065
SLE_Discovery,SLE_Replication,0.225647,-0.25035,0.83534,0.0509165,0,0.70457,0.330068,1067
SLE_Discovery,SLE_Replication,0.361224,0.01882,0.77326,0.130482,0.00205,0.59793,0.0416703,1071
SLE_Discovery,SLE_Replication,-0.0588329,-0.56937,0.3992,0.00346131,0,0.36417,0.787273,1072
SLE_Discovery,SLE_Replication,-0.545764,-1,-0.15917,0.297859,0.02536,1,0.00627707,1073
SLE_Discovery,SLE_Replication,-0.22825,-1,0.51744,0.052098,0,1,0.484435,1076
SLE_Discovery,SLE_Replication,-0.473393,-1,0.05621,0.224101,0,1,0.0751343,1079
SLE_Discovery,SLE_Replication,0.0503127,-0.56855,0.75637,0.00253137,0,0.71482,0.848161,1080
SLE_Discovery,SLE_Replication,-0.137334,-0.87418,0.48613,0.0188606,0,0.84742,0.626878,1085
SLE_Discovery,SLE_Replication,-0.345944,-1,0.27699,0.119677,0,1,0.251806,1086
SLE_Discovery,SLE_Replication,0.369849,-0.28737,1,0.136788,0,1,0.237711,1088
SLE_Discovery,SLE_Replication,-0.029378,-0.75,0.68488,0.000863068,0,0.781,0.920336,1090
SLE_Discovery,SLE_Replication,-0.0176727,-0.83357,0.75613,0.000312324,0,1,0.954307,1092
SLE_Discovery,SLE_Replication,-0.0121979,-0.79169,0.78646,0.000148789,0,1,0.96853,1100
SLE_Discovery,SLE_Replication,0.972412,0.39069,1,0.945585,0.15267,1,0.0031066,1101
SLE_Discovery,SLE_Replication,-0.533617,-1,0.14781,0.284747,0,1,0.120251,1103
SLE_Discovery,SLE_Replication,0.0793513,-0.56697,0.78737,0.00629662,0,0.71799,0.778753,1110
SLE_Discovery,SLE_Replication,0.70869,0.33665,1,0.502241,0.11333,1,0.000453897,1113
SLE_Discovery,SLE_Replication,0.235837,-0.33509,1,0.0556191,0,1,0.383662,1116
SLE_Discovery,SLE_Replication,0.0132419,-0.98917,1,0.000175348,0,1,0.970758,1119
SLE_Discovery,SLE_Replication,-0.320917,-1,0.28078,0.102987,0,1,0.26059,1120
SLE_Discovery,SLE_Replication,-0.40571,-1,0.07544,0.164601,0,1,0.0907537,1121
SLE_Discovery,SLE_Replication,-0.213461,-1,0.76729,0.0455656,0,1,0.600011,1125
SLE_Discovery,SLE_Replication,-0.0933327,-0.88913,0.59514,0.008711,0,0.91006,0.752836,1126
SLE_Discovery,SLE_Replication,-0.235679,-0.8839,0.28766,0.0555447,0,0.7868,0.35022,1127
SLE_Discovery,SLE_Replication,0.392727,-0.24616,1,0.154235,0,1,0.213042,1134
SLE_Discovery,SLE_Replication,-0.964868,-1,-0.31325,0.93097,0.09992,1,0.00700033,1135
SLE_Discovery,SLE_Replication,-0.385912,-1,0.43781,0.148928,0,1,0.289893,1138
SLE_Discovery,SLE_Replication,0.171294,-0.44481,0.88809,0.0293417,0,0.85292,0.540595,1143
SLE_Discovery,SLE_Replication,0.450505,0.05,0.91765,0.202955,0.00512,0.84208,0.0250886,1146
SLE_Discovery,SLE_Replication,0.0547949,-0.79966,1,0.00300249,0,1,0.872267,1153
SLE_Discovery,SLE_Replication,-0.205803,-1,0.85089,0.0423547,0,1,0.61849,1161
SLE_Discovery,SLE_Replication,0.696573,-0.19199,1,0.485214,0,1,0.114378,1163
SLE_Discovery,SLE_Replication,-0.267741,-1,0.30469,0.0716852,0,1,0.328446,1164
SLE_Discovery,SLE_Replication,0.652657,0.16255,1,0.425961,0.02838,1,0.0129111,1166
SLE_Discovery,SLE_Replication,-0.118184,-0.62061,0.35625,0.0139675,0,0.40411,0.595441,1169
SLE_Discovery,SLE_Replication,0.0616359,-1,1,0.00379898,0,1,0.880151,1174
SLE_Discovery,SLE_Replication,-0.0376969,-0.84486,0.71318,0.00142106,0,0.97393,0.901405,1177
SLE_Discovery,SLE_Replication,0.616916,0.1954,1,0.380585,0.03924,1,0.00737158,1179
SLE_Discovery,SLE_Replication,0.310909,-0.40604,1,0.0966641,0,1,0.335332,1182
SLE_Discovery,SLE_Replication,0.48687,-0.50872,1,0.237042,0,1,0.282775,1190
SLE_Discovery,SLE_Replication,0.00157797,-1,1,2.48999e-06,0,1,0.996619,1194
SLE_Discovery,SLE_Replication,0.551379,0.05398,1,0.304019,0.00685,1,0.03403,1201
SLE_Discovery,SLE_Replication,0.244047,-0.2514,0.79163,0.0595588,0,0.63072,0.306513,1204
SLE_Discovery,SLE_Replication,0.71404,0.52172,0.93788,0.509853,0.27219,0.87961,2.5544e-09,1207
SLE_Discovery,SLE_Replication,0.495148,-0.12411,1,0.245171,0,1,0.104594,1209
SLE_Discovery,SLE_Replication,0.428671,-0.64942,1,0.183759,0,1,0.362621,1210
SLE_Discovery,SLE_Replication,-0.373119,-1,0.50695,0.139218,0,1,0.34709,1212
SLE_Discovery,SLE_Replication,-0.534616,-1,0.06183,0.285814,0,1,0.0778648,1216
SLE_Discovery,SLE_Replication,0.510042,-0.05295,1,0.260143,0,1,0.0812624,1221
SLE_Discovery,SLE_Replication,0.228676,-0.48747,1,0.0522929,0,1,0.47182,1223
SLE_Discovery,SLE_Replication,0.473282,-0.08114,1,0.223996,0,1,0.0969165,1224
SLE_Discovery,SLE_Replication,-0.142266,-0.6011,0.29196,0.0202395,0,0.36536,0.498269,1225
SLE_Discovery,SLE_Replication,-0.186854,-0.58507,0.1712,0.0349143,0,0.34231,0.301898,1227
SLE_Discovery,SLE_Replication,-0.174111,-0.89576,0.3971,0.0303145,0,0.83717,0.52208,1228
SLE_Discovery,SLE_Replication,-0.066659,-0.46408,0.33309,0.00444342,0,0.23545,0.728386,1230
SLE_Discovery,SLE_Replication,0.422862,-0.01738,1,0.178812,0,1,0.0603418,1240
SLE_Discovery,SLE_Replication,-0.309267,-0.91239,0.1613,0.0956459,0,0.83246,0.188613,1244
SLE_Discovery,SLE_Replication,0.998384,0.09595,1,0.996771,0.02842,1,0.0344716,1247
SLE_Discovery,SLE_Replication,0.0746434,-0.66253,0.85651,0.00557164,0,0.94841,0.801425,1249
SLE_Discovery,SLE_Replication,0.983597,0.58466,1,0.967464,0.34182,1,7.69884e-06,1250
SLE_Discovery,SLE_Replication,0.0303356,-1,1,0.000920251,0,1,0.936194,1253
SLE_Discovery,SLE_Replication,0.364004,-0.46896,1,0.132499,0,1,0.32624,1254
SLE_Discovery,SLE_Replication,0.188183,-0.50719,1,0.0354127,0,1,0.535776,1256
SLE_Discovery,SLE_Replication,-0.103189,-0.88948,0.60504,0.0106481,0,0.92073,0.734515,1261
SLE_Discovery,SLE_Replication,0.177232,-0.55175,1,0.0314112,0,1,0.573247,1263
SLE_Discovery,SLE_Replication,0.172105,-0.605,1,0.0296202,0,1,0.598884,1267
SLE_Discovery,SLE_Replication,-0.061357,-0.68246,0.53558,0.00376468,0,0.60333,0.809387,1271
SLE_Discovery,SLE_Replication,0.10789,-0.59713,0.86107,0.0116402,0,0.84476,0.71425,1291
SLE_Discovery,SLE_Replication,-0.258349,-1,0.45529,0.0667441,0,1,0.427464,1296
SLE_Discovery,SLE_Replication,0.169513,-0.89474,1,0.0287348,0,1,0.669171,1298
SLE_Discovery,SLE_Replication,-0.226134,-1,0.50305,0.0511367,0,1,0.471818,1304
SLE_Discovery,SLE_Replication,-0.0988829,-1,1,0.00977782,0,1,0.802884,1308
SLE_Discovery,SLE_Replication,-0.0757283,-0.86894,0.65674,0.00573477,0,0.93713,0.801757,1309
SLE_Discovery,SLE_Replication,-1,-1,-0.34852,1,0.1226,1,0.00409079,1317
SLE_Discovery,SLE_Replication,0.0909253,-0.60675,0.83355,0.00826741,0,0.79809,0.758896,1320
SLE_Discovery,SLE_Replication,0.772849,0.02919,1,0.597295,0.01196,1,0.0498428,1322
SLE_Discovery,SLE_Replication,-0.00673845,-0.33323,0.32287,4.54067e-05,0,0.14594,0.966418,1324
SLE_Discovery,SLE_Replication,-0.221356,-1,0.47388,0.0489987,0,1,0.482607,1326
SLE_Discovery,SLE_Replication,0.23161,-0.32462,0.975,0.053643,0,0.97539,0.375065,1328
SLE_Discovery,SLE_Replication,0.189204,-0.81549,1,0.0357983,0,1,0.635634,1332
SLE_Discovery,SLE_Replication,-0.0379117,-1,0.97336,0.00143729,0,1,0.921636,1333
SLE_Discovery,SLE_Replication,-0.253182,-0.87618,0.27656,0.0641009,0,0.77821,0.321782,1335
SLE_Discovery,SLE_Replication,0.151195,-0.39557,0.79222,0.0228601,0,0.64878,0.558605,1345
SLE_Discovery,SLE_Replication,-0.0756882,-0.84862,0.58201,0.0057287,0,0.85775,0.793852,1349
SLE_Discovery,SLE_Replication,-0.0336495,-0.90049,0.72621,0.00113229,0,1,0.913111,1350
SLE_Discovery,SLE_Replication,0.347479,-0.44277,1,0.120742,0,1,0.329347,1351
SLE_Discovery,SLE_Replication,0.360391,-0.60017,1,0.129882,0,1,0.372059,1352
SLE_Discovery,SLE_Replication,0.587265,0.27065,1,0.34488,0.07325,1,0.000594454,1353
SLE_Discovery,SLE_Replication,-0.0238739,-0.6518,0.59658,0.000569964,0,0.57892,0.929236,1355
SLE_Discovery,SLE_Replication,0.258018,-0.26391,0.92283,0.0665733,0,0.85853,0.314727,1358
SLE_Discovery,SLE_Replication,0.386973,-0.16245,1,0.149748,0,1,0.14861,1360
SLE_Discovery,SLE_Replication,-0.277094,-1,0.7585,0.0767809,0,1,0.513834,1365
SLE_Discovery,SLE_Replication,-0.531051,-1,0.03155,0.282016,0,1,0.0649492,1366
SLE_Discovery,SLE_Replication,-0.00194448,-0.59921,0.58569,3.78102e-06,0,0.48643,0.993941,1367
SLE_Discovery,SLE_Replication,-0.0358717,-0.81852,0.68471,0.00128678,0,0.91122,0.905721,1373
SLE_Discovery,SLE_Replication,-0.0222986,-0.7485,0.70753,0.000497227,0,0.87842,0.938916,1380
SLE_Discovery,SLE_Replication,0.467095,-0.00962,1,0.218177,0,1,0.0571953,1381
SLE_Discovery,SLE_Replication,-0.241062,-1,0.64839,0.058111,0,1,0.516035,1389
SLE_Discovery,SLE_Replication,0.250025,-0.24712,0.85552,0.0625123,0,0.7389,0.297536,1401
SLE_Discovery,SLE_Replication,-0.275904,-1,0.68921,0.076123,0,1,0.490539,1407
SLE_Discovery,SLE_Replication,0.0968134,-0.68238,0.90388,0.00937283,0,1,0.760087,1408
SLE_Discovery,SLE_Replication,0.303548,-0.33771,1,0.0921412,0,1,0.313716,1419
SLE_Discovery,SLE_Replication,-0.118858,-0.68269,0.39316,0.0141273,0,0.49344,0.621947,1422
SLE_Discovery,SLE_Replication,-0.283701,-1,0.50888,0.0804862,0,1,0.425326,1423
SLE_Discovery,SLE_Replication,0.636597,-0.13085,1,0.405256,0,1,0.101263,1424
SLE_Discovery,SLE_Replication,-0.435797,-1,0.56745,0.189919,0,1,0.31746,1425
SLE_Discovery,SLE_Replication,-0.305235,-1,0.54161,0.0931683,0,1,0.408511,1426
SLE_Discovery,SLE_Replication,0.291125,-0.26904,1,0.0847535,0,1,0.272427,1427
SLE_Discovery,SLE_Replication,-0.035179,-0.49782,0.41508,0.00123756,0,0.29794,0.864698,1429
SLE_Discovery,SLE_Replication,-0.440238,-1,0.1524,0.193809,0,1,0.137758,1430
SLE_Discovery,SLE_Replication,-0.816027,-1,-0.01521,0.6659,0.01094,1,0.048841,1439
SLE_Discovery,SLE_Replication,-0.0197347,-0.91409,0.88919,0.000389458,0,1,0.953527,1443
SLE_Discovery,SLE_Replication,0.160701,-0.31755,0.70431,0.0258249,0,0.5047,0.483228,1453
SLE_Discovery,SLE_Replication,-0.547658,-1,0.05114,0.299929,0,1,0.0712341,1457
SLE_Discovery,SLE_Replication,0.191256,-0.4227,0.91571,0.0365788,0,0.88371,0.490341,1460
SLE_Discovery,SLE_Replication,0.570208,0.1478,1,0.325137,0.02298,1,0.00982235,1461
SLE_Discovery,SLE_Replication,0.0176594,-0.69322,0.73331,0.000311854,0,0.84853,0.949828,1462
SLE_Discovery,SLE_Replication,0.360139,-0.23844,1,0.1297,0,1,0.214861,1472
SLE_Discovery,SLE_Replication,0.0887607,-1,1,0.00787846,0,1,0.836736,1474
SLE_Discovery,SLE_Replication,0.0368852,-0.40671,0.49877,0.00136052,0,0.30471,0.861127,1476
SLE_Discovery,SLE_Replication,0.0553806,-0.7422,0.91384,0.00306701,0,1,0.863039,1478
SLE_Discovery,SLE_Replication,0.0124325,-0.77795,0.8176,0.000154567,0,0.98537,0.968747,1480
SLE_Discovery,SLE_Replication,0.479152,-0.34977,1,0.229587,0,1,0.224406,1481
SLE_Discovery,SLE_Replication,0.147365,-0.41774,0.79823,0.0217163,0,0.6768,0.57284,1486
SLE_Discovery,SLE_Replication,0.246412,-0.40339,1,0.0607187,0,1,0.412862,1487
SLE_Discovery,SLE_Replication,-0.11557,-0.90421,0.54881,0.0133564,0,0.99345,0.688124,1489
SLE_Discovery,SLE_Replication,0.590485,-0.1122,1,0.348673,0,1,0.0938812,1490
SLE_Discovery,SLE_Replication,0.279292,-0.26349,1,0.0780041,0,1,0.299373,1492
SLE_Discovery,SLE_Replication,0.365569,-0.18444,1,0.133641,0,1,0.173928,1495
SLE_Discovery,SLE_Replication,-0.803567,-1,-0.21883,0.645719,0.05018,1,0.0113987,1498
SLE_Discovery,SLE_Replication,0.139894,-0.50612,0.93344,0.0195703,0,0.94945,0.626395,1500
SLE_Discovery,SLE_Replication,0.565653,-0.0238,1,0.319963,0,1,0.0662029,1512
SLE_Discovery,SLE_Replication,-0.0373137,-0.61817,0.53723,0.00139231,0,0.49779,0.883162,1516
SLE_Discovery,SLE_Replication,0.078764,-0.89138,1,0.00620377,0,1,0.830933,1518
SLE_Discovery,SLE_Replication,0.0271616,-0.68864,0.77348,0.000737752,0,0.8534,0.925603,1520
SLE_Discovery,SLE_Replication,-0.388479,-1,0.3267,0.150916,0,1,0.240007,1522
SLE_Discovery,SLE_Replication,0.318337,-0.13992,0.93872,0.101339,0,0.88321,0.168579,1532
SLE_Discovery,SLE_Replication,-0.207216,-0.9832,0.41161,0.0429386,0,0.99471,0.469749,1533
SLE_Discovery,SLE_Replication,-1,-1,-0.42378,1,0.17959,1,0.00180808,1542
SLE_Discovery,SLE_Replication,-0.398246,-0.88849,0.00539,0.158599,0,0.78941,0.0563362,1545
SLE_Discovery,SLE_Replication,0.330216,-0.50853,1,0.109042,0,1,0.371079,1546
SLE_Discovery,SLE_Replication,0.134667,-0.73957,1,0.0181352,0,1,0.700156,1551
SLE_Discovery,SLE_Replication,0.599569,0.28025,1,0.359483,0.07854,1,0.000638656,1552
SLE_Discovery,SLE_Replication,0.168681,-0.21159,0.59351,0.0284532,0,0.35401,0.373265,1553
SLE_Discovery,SLE_Replication,-0.048539,-0.54374,0.4459,0.00235604,0,0.36195,0.8309,1554
SLE_Discovery,SLE_Replication,-0.29823,-1,0.74749,0.0889413,0,1,0.485482,1558
SLE_Discovery,SLE_Replication,0.0128703,-0.41262,0.47068,0.000165644,0,0.27636,0.950462,1559
SLE_Discovery,SLE_Replication,0.153074,-0.45356,0.89856,0.0234316,0,0.90048,0.578967,1563
SLE_Discovery,SLE_Replication,0.195938,-0.79912,1,0.0383917,0,1,0.625673,1565
SLE_Discovery,SLE_Replication,0.831717,0.31477,1,0.691752,0.09921,1,0.003946,1566
SLE_Discovery,SLE_Replication,-0.112962,-0.89416,0.53765,0.0127604,0,0.89456,0.698891,1568
SLE_Discovery,SLE_Replication,0.543751,0.09449,1,0.295665,0.01127,1,0.02021,1569
SLE_Discovery,SLE_Replication,0.230575,-0.3079,0.84734,0.053165,0,0.7293,0.362115,1575
SLE_Discovery,SLE_Replication,-0.0750789,-1,0.81625,0.00563684,0,1,0.831397,1576
SLE_Discovery,SLE_Replication,-0.340271,-1,0.45295,0.115785,0,1,0.348264,1577
SLE_Discovery,SLE_Replication,-0.38123,-1,0.19711,0.145337,0,1,0.180493,1586
SLE_Discovery,SLE_Replication,-0.123467,-0.74306,0.42288,0.0152442,0,0.58362,0.626274,1587
SLE_Discovery,SLE_Replication,-0.10864,-0.91868,0.62521,0.0118026,0,0.98623,0.721151,1589
SLE_Discovery,SLE_Replication,0.00419166,-0.4748,0.50058,1.757e-05,0,0.32295,0.984987,1592
SLE_Discovery,SLE_Replication,0.151098,-0.35016,0.71387,0.0228306,0,0.52889,0.520201,1593
SLE_Discovery,SLE_Replication,0.175207,-0.34924,0.80164,0.0306976,0,0.6728,0.474728,1594
SLE_Discovery,SLE_Replication,0.541755,0.08331,1,0.293498,0.0101,1,0.0236268,1601
SLE_Discovery,SLE_Replication,0.318356,-0.15396,1,0.101351,0,1,0.174561,1602
SLE_Discovery,SLE_Replication,-0.232723,-0.73037,0.21527,0.0541598,0,0.53599,0.2809,1603
SLE_Discovery,SLE_Replication,-0.0548353,-1,0.85792,0.00300691,0,1,0.876173,1605
SLE_Discovery,SLE_Replication,0.189615,-0.48519,1,0.0359538,0,1,0.516617,1608
SLE_Discovery,SLE_Replication,-0.21945,-1,0.83932,0.0481582,0,1,0.592514,1612
SLE_Discovery,SLE_Replication,-0.195664,-0.81858,0.34791,0.0382842,0,0.67832,0.455587,1616
SLE_Discovery,SLE_Replication,0.135896,-0.43155,0.79609,0.0184677,0,0.67307,0.591728,1620
SLE_Discovery,SLE_Replication,0.244731,-0.29887,0.94061,0.0598931,0,0.90334,0.344745,1623
SLE_Discovery,SLE_Replication,0.124249,-0.39395,0.70606,0.0154378,0,0.51204,0.605951,1624
SLE_Discovery,SLE_Replication,1,0.26016,1,1,0.0705,1,0.00326016,1626
SLE_Discovery,SLE_Replication,-1,-1,-0.20017,1,0.04925,1,0.0100226,1630
SLE_Discovery,SLE_Replication,0.112303,-0.35031,0.60512,0.0126119,0,0.37421,0.611331,1646
SLE_Discovery,SLE_Replication,0.44798,-0.3892,1,0.200686,0,1,0.24706,1648
SLE_Discovery,SLE_Replication,-0.257182,-1,0.71289,0.0661426,0,1,0.525888,1649
SLE_Discovery,SLE_Replication,0.640854,-0.18826,1,0.410694,0,1,0.119808,1655
SLE_Discovery,SLE_Replication,-0.281295,-0.5978,0.01707,0.079127,0,0.35736,0.0659169,1656
SLE_Discovery,SLE_Replication,0.899856,0.21789,1,0.809741,0.05241,1,0.0181952,1670
SLE_Discovery,SLE_Replication,0.197606,-0.18109,0.61577,0.0390481,0,0.37984,0.298988,1674
SLE_Discovery,SLE_Replication,-0.257964,-1,0.44794,0.0665454,0,1,0.417852,1680
SLE_Discovery,SLE_Replication,-0.0834144,-1,0.79958,0.00695797,0,1,0.808711,1684
SLE_Discovery,SLE_Replication,0.581008,-0.05817,1,0.33757,0,1,0.0736285,1686
SLE_Discovery,SLE_Replication,0.00382796,-0.80885,0.82465,1.46533e-05,0,1,0.990366,1687
SLE_Discovery,SLE_Replication,0.147768,-0.69418,1,0.0218355,0,1,0.664527,1701
SLE_Discovery,SLE_Replication,0.343062,-0.55926,1,0.117692,0,1,0.378782,1710
SLE_Discovery,SLE_Replication,0.123111,-0.52134,0.89267,0.0151564,0,0.86473,0.662272,1714
SLE_Discovery,SLE_Replication,-0.0836263,-0.86938,0.62038,0.00699335,0,0.89307,0.779996,1717
SLE_Discovery,SLE_Replication,-0.148947,-1,0.90091,0.0221852,0,1,0.718708,1718
SLE_Discovery,SLE_Replication,0.12421,-0.39358,0.70416,0.0154281,0,0.52858,0.60536,1721
SLE_Discovery,SLE_Replication,-0.123804,-0.87511,0.48385,0.0153275,0,0.86917,0.646781,1723
SLE_Discovery,SLE_Replication,0.495738,-0.11469,1,0.245756,0,1,0.107931,1727
SLE_Discovery,SLE_Replication,-0.288188,-0.80686,0.15226,0.0830524,0,0.65102,0.189424,1729
SLE_Discovery,SLE_Replication,-0.207073,-1,0.62228,0.0428791,0,1,0.562845,1730
SLE_Discovery,SLE_Replication,-0.0520757,-0.68543,0.54553,0.00271187,0,0.56612,0.844518,1731
SLE_Discovery,SLE_Replication,0.524158,-0.07353,1,0.274742,0,1,0.0837318,1732
SLE_Discovery,SLE_Replication,0.674022,0.34021,1,0.454306,0.11575,1,0.000177746,1733
SLE_Discovery,SLE_Replication,-0.0589599,-0.65593,0.51733,0.00347627,0,0.51221,0.816092,1735
SLE_Discovery,SLE_Replication,-0.215512,-0.62087,0.15525,0.0464453,0,0.38556,0.247189,1736
SLE_Discovery,SLE_Replication,0.228401,-0.22396,0.80729,0.052167,0,0.65676,0.306374,1737
SLE_Discovery,SLE_Replication,0.411207,-0.23742,1,0.169091,0,1,0.194885,1743
SLE_Discovery,SLE_Replication,0.261404,-0.31004,1,0.0683319,0,1,0.345741,1744
SLE_Discovery,SLE_Replication,0.100468,-0.42007,0.67031,0.0100938,0,0.48378,0.676219,1745
SLE_Discovery,SLE_Replication,-0.341712,-1,0.3173,0.116767,0,1,0.270983,1746
SLE_Discovery,SLE_Replication,-0.471744,-1,0.1146,0.222542,0,1,0.105088,1747
SLE_Discovery,SLE_Replication,-0.359716,-0.92397,0.10587,0.129396,0,0.85372,0.125102,1750
SLE_Discovery,SLE_Replication,0.144409,-0.27316,0.61151,0.0208539,0,0.37621,0.486789,1752
SLE_Discovery,SLE_Replication,0.0419955,-0.50457,0.60883,0.00176362,0,0.48523,0.861298,1753
SLE_Discovery,SLE_Replication,0.244941,-0.45611,1,0.0599963,0,1,0.44479,1754
SLE_Discovery,SLE_Replication,-0.5289,-1,0.35903,0.279736,0,1,0.206413,1755
SLE_Discovery,SLE_Replication,-0.830955,-1,0.06031,0.690485,0,1,0.0700974,1762
SLE_Discovery,SLE_Replication,0.441477,-0.4309,1,0.194902,0,1,0.282669,1765
SLE_Discovery,SLE_Replication,-0.240173,-1,0.47502,0.0576829,0,1,0.456196,1773
SLE_Discovery,SLE_Replication,0.240339,-0.42366,1,0.0577627,0,1,0.419496,1785
SLE_Discovery,SLE_Replication,-1,-1,-0.30674,1,0.09536,1,0.00703005,1792
SLE_Discovery,SLE_Replication,0.497145,-0.22119,1,0.247153,0,1,0.159693,1800
SLE_Discovery,SLE_Replication,0.390153,-0.40222,1,0.152219,0,1,0.290322,1802
SLE_Discovery,SLE_Replication,0.912376,0.34629,1,0.832429,0.12002,1,0.00397806,1803
SLE_Discovery,SLE_Replication,0.566477,0.00737,1,0.320896,0.00529,1,0.0466892,1804
SLE_Discovery,SLE_Replication,0.0785509,-0.60434,0.89419,0.00617025,0,1,0.786261,1812
SLE_Discovery,SLE_Replication,-0.0980627,-1,0.69512,0.00961629,0,1,0.761875,1829
SLE_Discovery,SLE_Replication,-0.201054,-1,0.64142,0.0404227,0,1,0.568279,1832
SLE_Discovery,SLE_Replication,0.0113859,-0.65918,0.70331,0.000129639,0,0.72547,0.968156,1833
SLE_Discovery,SLE_Replication,-0.0205245,-0.74704,0.71935,0.000421254,0,0.77542,0.944819,1836
SLE_Discovery,SLE_Replication,0.0793207,-0.81879,1,0.00629178,0,1,0.82333,1837
