phen1,phen2,rho,rho.lower,rho.upper,r2,r2.lower,r2.upper,p,LOC
SLE_Discovery,SLE_Replication,-0.350686,-1,0.69261,0.122981,0,1,0.410341,1839
SLE_Discovery,SLE_Replication,-0.137357,-0.77903,0.41394,0.018867,0,0.63961,0.596264,1843
SLE_Discovery,SLE_Replication,-0.444336,-1,0.24622,0.197434,0,1,0.188829,1844
SLE_Discovery,SLE_Replication,0.180661,-0.31756,0.75343,0.0326386,0,0.57302,0.440871,1845
SLE_Discovery,SLE_Replication,0.426071,-0.05453,1,0.181536,0,1,0.0766898,1846
SLE_Discovery,SLE_Replication,0.213926,-0.34041,0.92694,0.0457642,0,0.89017,0.407357,1848
SLE_Discovery,SLE_Replication,0.305541,-0.1469,0.82886,0.0933555,0,0.68701,0.160099,1852
SLE_Discovery,SLE_Replication,-0.317505,-0.99241,0.1764,0.10081,0,0.99484,0.192622,1855
SLE_Discovery,SLE_Replication,-0.473778,-1,0.11913,0.224466,0,1,0.116974,1856
SLE_Discovery,SLE_Replication,0.161819,-0.17637,0.52547,0.0261854,0,0.27665,0.339591,1857
SLE_Discovery,SLE_Replication,0.230597,-0.31309,0.92384,0.053175,0,0.85851,0.372048,1858
SLE_Discovery,SLE_Replication,-0.966138,-1,-0.25339,0.933423,0.06815,1,0.014074,1861
SLE_Discovery,SLE_Replication,0.00699837,-0.99739,1,4.89772e-05,0,1,0.98476,1862
SLE_Discovery,SLE_Replication,0.0402465,-0.46392,0.55639,0.00161978,0,0.37688,0.860076,1866
SLE_Discovery,SLE_Replication,-0.11578,-0.97581,0.63361,0.0134049,0,1,0.708538,1867
SLE_Discovery,SLE_Replication,0.307859,-0.57759,1,0.0947772,0,1,0.424422,1868
SLE_Discovery,SLE_Replication,0.397467,-0.17962,1,0.15798,0,1,0.173419,1869
SLE_Discovery,SLE_Replication,1,0.32552,1,1,0.10756,1,0.0052207,1872
SLE_Discovery,SLE_Replication,0.0104238,-0.39862,0.41932,0.000108655,0,0.22197,0.957156,1875
SLE_Discovery,SLE_Replication,0.233124,-0.53488,1,0.0543469,0,1,0.487565,1878
SLE_Discovery,SLE_Replication,-0.131404,-1,0.973,0.017267,0,1,0.743628,1883
SLE_Discovery,SLE_Replication,0.4728,-0.0297,1,0.223539,0,1,0.0608367,1885
SLE_Discovery,SLE_Replication,0.462184,-0.49494,1,0.213614,0,1,0.281504,1887
SLE_Discovery,SLE_Replication,-0.0220916,-0.79081,0.75771,0.000488037,0,0.96278,0.941773,1892
SLE_Discovery,SLE_Replication,-0.0704646,-0.76601,0.56973,0.00496525,0,0.7176,0.798896,1893
SLE_Discovery,SLE_Replication,-0.065102,-0.97601,0.7013,0.00423827,0,1,0.839626,1895
SLE_Discovery,SLE_Replication,0.0532406,-1,1,0.00283457,0,1,0.891189,1906
SLE_Discovery,SLE_Replication,0.786439,0.18127,1,0.618486,0.03577,1,0.0176499,1907
SLE_Discovery,SLE_Replication,0.60333,-0.04741,1,0.364007,0,1,0.0694722,1912
SLE_Discovery,SLE_Replication,-0.318118,-1,0.34592,0.101199,0,1,0.300808,1913
SLE_Discovery,SLE_Replication,0.139694,-0.49098,0.8623,0.0195143,0,0.80032,0.616055,1914
SLE_Discovery,SLE_Replication,-0.103743,-1,0.79638,0.0107626,0,1,0.77038,1926
SLE_Discovery,SLE_Replication,-0.00342427,-0.47114,0.47322,1.17256e-05,0,0.32535,0.987103,1934
SLE_Discovery,SLE_Replication,0.0722298,-0.58771,0.81416,0.00521714,0,0.80665,0.796598,1937
SLE_Discovery,SLE_Replication,-0.204023,-1,0.45161,0.0416254,0,1,0.491954,1941
SLE_Discovery,SLE_Replication,0.0651846,-0.34975,0.50111,0.00424903,0,0.27336,0.744639,1942
SLE_Discovery,SLE_Replication,0.178749,-0.49761,1,0.0319512,0,1,0.556593,1944
SLE_Discovery,SLE_Replication,0.109043,-0.23942,0.47367,0.0118903,0,0.22656,0.520036,1945
SLE_Discovery,SLE_Replication,0.336939,-0.04371,0.88338,0.113528,0,0.78037,0.0832205,1948
SLE_Discovery,SLE_Replication,-0.155049,-1,1,0.0240402,0,1,0.711571,1950
SLE_Discovery,SLE_Replication,-0.621949,-1,-0.08414,0.38682,0.01159,1,0.0297184,1956
SLE_Discovery,SLE_Replication,0.121587,-0.34751,0.62973,0.0147834,0,0.41276,0.585343,1957
SLE_Discovery,SLE_Replication,-0.534775,-1,0.13702,0.285985,0,1,0.114058,1958
SLE_Discovery,SLE_Replication,0.0821871,-0.61818,0.85676,0.00675472,0,0.88334,0.782064,1962
SLE_Discovery,SLE_Replication,0.477714,0.06564,1,0.22821,0.00716,1,0.0301611,1963
SLE_Discovery,SLE_Replication,0.0912502,-0.54916,0.8189,0.0083266,0,0.79725,0.744554,1966
SLE_Discovery,SLE_Replication,-0.935955,-1,-0.30759,0.876011,0.09525,1,0.00759039,1971
SLE_Discovery,SLE_Replication,0.189236,-0.78374,1,0.0358104,0,1,0.630132,1976
SLE_Discovery,SLE_Replication,-0.243311,-1,0.47408,0.0592004,0,1,0.444017,1985
SLE_Discovery,SLE_Replication,0.286899,-0.31372,1,0.0823111,0,1,0.309862,1986
SLE_Discovery,SLE_Replication,-0.138515,-0.73014,0.41572,0.0191864,0,0.5588,0.578845,1988
SLE_Discovery,SLE_Replication,0.393143,-0.07451,1,0.154561,0,1,0.0961595,1993
SLE_Discovery,SLE_Replication,-0.187443,-0.76718,0.30227,0.0351349,0,0.59557,0.431637,1999
SLE_Discovery,SLE_Replication,0.403577,-0.06274,1,0.162875,0,1,0.0972212,2002
SLE_Discovery,SLE_Replication,0.15121,-0.43911,0.84059,0.0228644,0,0.74704,0.571229,2009
SLE_Discovery,SLE_Replication,0.0173561,-0.51801,0.54269,0.000301235,0,0.39018,0.941807,2011
SLE_Discovery,SLE_Replication,0.546645,-0.06267,1,0.298821,0,1,0.0778678,2015
SLE_Discovery,SLE_Replication,0.0907216,-0.72478,1,0.00823041,0,1,0.785683,2016
SLE_Discovery,SLE_Replication,0.469858,-0.15013,1,0.220767,0,1,0.11565,2017
SLE_Discovery,SLE_Replication,0.188374,-0.51066,1,0.0354849,0,1,0.538779,2018
SLE_Discovery,SLE_Replication,-0.362211,-1,0.28051,0.131197,0,1,0.243329,2019
SLE_Discovery,SLE_Replication,-0.312916,-0.64061,-0.02864,0.0979163,0.00214,0.41038,0.0355438,2021
SLE_Discovery,SLE_Replication,-0.259127,-0.91939,0.2615,0.0671468,0,0.85064,0.306265,2022
SLE_Discovery,SLE_Replication,0.30334,-0.09385,0.76724,0.0920153,0,0.58866,0.132388,2026
SLE_Discovery,SLE_Replication,-0.0168855,-0.65069,0.60924,0.000285118,0,0.57257,0.94933,2027
SLE_Discovery,SLE_Replication,-0.851759,-1,-0.22631,0.725494,0.05256,1,0.0131338,2037
SLE_Discovery,SLE_Replication,0.971487,0.36214,1,0.943788,0.13219,1,0.00275311,2038
SLE_Discovery,SLE_Replication,-0.219425,-0.94256,0.36073,0.0481472,0,0.91923,0.407953,2043
SLE_Discovery,SLE_Replication,-0.113455,-1,0.98309,0.0128721,0,1,0.776785,2047
SLE_Discovery,SLE_Replication,0.478767,-0.09325,1,0.229218,0,1,0.0965148,2048
SLE_Discovery,SLE_Replication,0.245633,-0.17164,0.72303,0.0603357,0,0.52277,0.239391,2049
SLE_Discovery,SLE_Replication,0.971086,0.24492,1,0.943008,0.06237,1,0.014801,2050
SLE_Discovery,SLE_Replication,0.24543,-0.22378,0.80689,0.0602361,0,0.6525,0.291207,2055
SLE_Discovery,SLE_Replication,0.047076,-0.79517,0.93937,0.00221615,0,1,0.885392,2058
SLE_Discovery,SLE_Replication,-0.171908,-0.77668,0.37343,0.0295524,0,0.61746,0.498244,2060
SLE_Discovery,SLE_Replication,0.425384,-0.37528,1,0.180951,0,1,0.244729,2063
SLE_Discovery,SLE_Replication,0.271749,-0.25587,0.93449,0.0738474,0,0.87475,0.287115,2064
SLE_Discovery,SLE_Replication,-0.0796012,-1,0.78808,0.00633634,0,1,0.811911,2066
SLE_Discovery,SLE_Replication,0.0469618,-0.63858,0.74989,0.00220541,0,0.77648,0.866697,2068
SLE_Discovery,SLE_Replication,-0.252346,-0.68567,0.13773,0.0636784,0,0.47014,0.197631,2071
SLE_Discovery,SLE_Replication,0.997377,0.56609,1,0.994762,0.32045,1,3.78319e-05,2072
SLE_Discovery,SLE_Replication,0.690545,0.31461,1,0.476853,0.09898,1,0.000783377,2076
SLE_Discovery,SLE_Replication,-0.796267,-1,-0.10462,0.634041,0.01799,1,0.0282812,2080
SLE_Discovery,SLE_Replication,0.349793,-0.45848,1,0.122355,0,1,0.329738,2081
SLE_Discovery,SLE_Replication,-0.765571,-1,0.03741,0.586099,0,1,0.0672959,2085
SLE_Discovery,SLE_Replication,0.220935,-0.52334,1,0.0488122,0,1,0.500848,2086
SLE_Discovery,SLE_Replication,-0.27126,-0.9399,0.27178,0.0735821,0,0.88417,0.29213,2087
SLE_Discovery,SLE_Replication,0.129344,-0.60933,1,0.0167299,0,1,0.680729,2089
SLE_Discovery,SLE_Replication,-0.318476,-1,0.21011,0.101427,0,1,0.222121,2092
SLE_Discovery,SLE_Replication,-0.151177,-0.64085,0.29331,0.0228544,0,0.42014,0.484402,2093
SLE_Discovery,SLE_Replication,0.160703,-0.31983,0.68159,0.0258253,0,0.47408,0.480758,2094
SLE_Discovery,SLE_Replication,0.161641,-0.32068,0.68294,0.0261279,0,0.47293,0.475768,2095
SLE_Discovery,SLE_Replication,0.317953,-0.37178,1,0.101094,0,1,0.327046,2097
SLE_Discovery,SLE_Replication,0.138844,-0.24967,0.55227,0.0192777,0,0.30925,0.460428,2105
SLE_Discovery,SLE_Replication,0.188387,-0.42129,0.90293,0.0354898,0,0.85636,0.49346,2106
SLE_Discovery,SLE_Replication,0.494504,0.05937,1,0.244535,0.00701,1,0.028702,2107
SLE_Discovery,SLE_Replication,-0.332699,-1,0.32939,0.110688,0,1,0.275573,2108
SLE_Discovery,SLE_Replication,0.607165,0.03792,1,0.36865,0.00634,1,0.044076,2109
SLE_Discovery,SLE_Replication,1,0.468,1,1,0.21902,1,0.000436807,2115
SLE_Discovery,SLE_Replication,-0.129531,-0.95501,0.58896,0.0167783,0,1,0.668418,2121
SLE_Discovery,SLE_Replication,-0.133306,-0.69862,0.36313,0.0177704,0,0.50521,0.575481,2122
SLE_Discovery,SLE_Replication,0.270954,-0.54046,1,0.0734159,0,1,0.447813,2123
SLE_Discovery,SLE_Replication,0.450021,0.11597,0.83837,0.202519,0.01416,0.70286,0.0105442,2124
SLE_Discovery,SLE_Replication,0.0678827,-0.60172,0.82143,0.00460807,0,0.89986,0.806232,2126
SLE_Discovery,SLE_Replication,0.157727,-0.62903,1,0.0248779,0,1,0.630094,2127
SLE_Discovery,SLE_Replication,0.717788,0.53905,0.91771,0.515219,0.29058,0.84218,2.36924e-10,2128
SLE_Discovery,SLE_Replication,0.408531,-0.05137,1,0.166897,0,1,0.082793,2133
SLE_Discovery,SLE_Replication,0.580834,0.19006,1,0.337368,0.0363,1,0.0059009,2134
SLE_Discovery,SLE_Replication,-0.0771625,-0.73005,0.50363,0.00595405,0,0.6369,0.762323,2136
SLE_Discovery,SLE_Replication,-0.262526,-0.88143,0.235,0.0689199,0,0.77984,0.273085,2137
SLE_Discovery,SLE_Replication,-0.171006,-0.94653,0.48183,0.0292431,0,0.95524,0.555464,2141
SLE_Discovery,SLE_Replication,0.275992,-0.58237,1,0.0761715,0,1,0.456982,2145
SLE_Discovery,SLE_Replication,0.303824,-0.06413,0.71582,0.0923092,0,0.5124,0.0983159,2151
SLE_Discovery,SLE_Replication,0.340394,-0.65358,1,0.115868,0,1,0.409475,2153
SLE_Discovery,SLE_Replication,0.0183854,-0.80072,0.8692,0.000338025,0,1,0.955048,2156
SLE_Discovery,SLE_Replication,0.245104,-0.23433,0.83419,0.0600759,0,0.69727,0.29622,2158
SLE_Discovery,SLE_Replication,0.361812,-0.32129,1,0.130908,0,1,0.260069,2160
SLE_Discovery,SLE_Replication,-0.381066,-1,0.29477,0.145212,0,1,0.231232,2161
SLE_Discovery,SLE_Replication,0.193386,-0.24639,0.7021,0.0373982,0,0.49521,0.370249,2163
SLE_Discovery,SLE_Replication,0.737529,0.18693,1,0.543949,0.03627,1,0.010015,2164
SLE_Discovery,SLE_Replication,-0.31875,-1,0.22148,0.101602,0,1,0.218251,2165
SLE_Discovery,SLE_Replication,0.477949,0.13735,0.90992,0.228435,0.0192,0.82795,0.00787478,2166
SLE_Discovery,SLE_Replication,0.41282,0.07328,0.88945,0.17042,0.00662,0.79112,0.0168873,2167
SLE_Discovery,SLE_Replication,-0.169546,-1,0.78496,0.0287459,0,1,0.650176,2168
SLE_Discovery,SLE_Replication,-0.0502602,-0.80681,0.65951,0.00252608,0,0.83907,0.865277,2174
SLE_Discovery,SLE_Replication,,,,,,,,2175
SLE_Discovery,SLE_Replication,-0.205985,-1,0.44104,0.0424298,0,1,0.485189,2179
SLE_Discovery,SLE_Replication,0.201698,-0.34092,0.89386,0.0406819,0,0.83843,0.427554,2181
SLE_Discovery,SLE_Replication,-0.395348,-1,0.03932,0.1563,0,1,0.0768753,2182
SLE_Discovery,SLE_Replication,-0.570419,-1,0.10751,0.325378,0,1,0.0938946,2185
SLE_Discovery,SLE_Replication,0.548164,-0.06823,1,0.300484,0,1,0.0841442,2186
SLE_Discovery,SLE_Replication,0.282583,-0.18719,0.86521,0.0798532,0,0.75382,0.211143,2187
SLE_Discovery,SLE_Replication,0.399468,-0.24034,1,0.159575,0,1,0.205137,2188
SLE_Discovery,SLE_Replication,0.594679,-0.13009,1,0.353644,0,1,0.108125,2195
SLE_Discovery,SLE_Replication,0.243193,-0.57083,1,0.059143,0,1,0.499574,2197
SLE_Discovery,SLE_Replication,-0.0195034,-0.49724,0.46822,0.000380383,0,0.33171,0.928422,2198
SLE_Discovery,SLE_Replication,-0.483263,-1,0.00869,0.233543,0,1,0.0555066,2199
SLE_Discovery,SLE_Replication,0.317706,-0.49539,1,0.100937,0,1,0.384677,2201
SLE_Discovery,SLE_Replication,1,0.37957,1,1,0.14464,1,0.00338863,2203
SLE_Discovery,SLE_Replication,0.213911,-0.55991,1,0.0457581,0,1,0.530127,2204
SLE_Discovery,SLE_Replication,0.354751,-0.23942,1,0.125848,0,1,0.233891,2209
SLE_Discovery,SLE_Replication,-0.0423729,-0.42961,0.34583,0.00179546,0,0.20808,0.82097,2210
SLE_Discovery,SLE_Replication,-0.580311,-1,0.0903,0.33676,0,1,0.0893096,2211
SLE_Discovery,SLE_Replication,-0.0892352,-0.68496,0.44326,0.00796292,0,0.53724,0.720328,2215
SLE_Discovery,SLE_Replication,0.00636537,-0.26034,0.27221,4.0518e-05,0,0.09427,0.961546,2216
SLE_Discovery,SLE_Replication,-0.327895,-1,0.66234,0.107515,0,1,0.439698,2218
SLE_Discovery,SLE_Replication,-0.108937,-1,0.91215,0.0118674,0,1,0.777611,2220
SLE_Discovery,SLE_Replication,-0.37063,-1,0.13165,0.137367,0,1,0.133659,2222
SLE_Discovery,SLE_Replication,0.080134,-0.42451,0.6661,0.00642146,0,0.4931,0.735717,2223
SLE_Discovery,SLE_Replication,0.544774,0.04851,1,0.296778,0.00693,1,0.0381068,2226
SLE_Discovery,SLE_Replication,-0.286957,-0.92288,0.20824,0.0823442,0,0.85566,0.244897,2227
SLE_Discovery,SLE_Replication,0.231797,-0.18933,0.69389,0.0537301,0,0.4818,0.265517,2229
SLE_Discovery,SLE_Replication,0.742697,0.04102,1,0.551599,0.01057,1,0.0419062,2231
SLE_Discovery,SLE_Replication,-0.58391,-1,-0.01415,0.340951,0.00536,1,0.0426399,2233
SLE_Discovery,SLE_Replication,-0.247639,-0.9178,0.23361,0.0613249,0,0.85733,0.276466,2241
SLE_Discovery,SLE_Replication,-0.103209,-0.55664,0.321,0.0106521,0,0.31988,0.605558,2242
SLE_Discovery,SLE_Replication,-0.702302,-1,-0.25094,0.493228,0.06297,1,0.0035542,2244
SLE_Discovery,SLE_Replication,0.697936,0.27034,1,0.487115,0.07308,1,0.00241327,2245
SLE_Discovery,SLE_Replication,0.543684,0.13171,1,0.295593,0.01808,1,0.0126412,2246
SLE_Discovery,SLE_Replication,0.125663,-0.49199,0.84523,0.0157912,0,0.79399,0.650489,2248
SLE_Discovery,SLE_Replication,0.551874,-0.067,1,0.304564,0,1,0.0753633,2249
SLE_Discovery,SLE_Replication,-0.166482,-1,0.55768,0.0277162,0,1,0.598057,2255
SLE_Discovery,SLE_Replication,0.174414,-0.37165,0.77899,0.0304201,0,0.63447,0.478049,2257
SLE_Discovery,SLE_Replication,0.716051,0.16645,1,0.512729,0.03018,1,0.016949,2259
SLE_Discovery,SLE_Replication,-0.185,-0.83722,0.37073,0.0342252,0,0.72055,0.473174,2261
SLE_Discovery,SLE_Replication,0.879735,0.36531,1,0.773933,0.13345,1,0.00171556,2262
SLE_Discovery,SLE_Replication,-0.34833,-1,0.18376,0.121334,0,1,0.175957,2270
SLE_Discovery,SLE_Replication,-0.186328,-0.52498,0.12756,0.034718,0,0.2756,0.245109,2272
SLE_Discovery,SLE_Replication,0.103088,-0.82885,1,0.0106272,0,1,0.772079,2273
SLE_Discovery,SLE_Replication,0.0889687,-0.5642,0.80474,0.00791542,0,0.73826,0.750652,2274
SLE_Discovery,SLE_Replication,-0.371692,-1,0.33989,0.138155,0,1,0.257758,2276
SLE_Discovery,SLE_Replication,0.257827,-0.44577,1,0.066475,0,1,0.426269,2283
SLE_Discovery,SLE_Replication,-0.291039,-1,0.21527,0.0847037,0,1,0.243545,2284
SLE_Discovery,SLE_Replication,-0.11285,-0.67432,0.40416,0.0127351,0,0.48309,0.645985,2287
SLE_Discovery,SLE_Replication,-0.35467,-1,0.1876,0.125791,0,1,0.189352,2293
SLE_Discovery,SLE_Replication,0.454163,-0.17704,1,0.206264,0,1,0.151378,2295
SLE_Discovery,SLE_Replication,0.0536196,-0.72904,0.89601,0.00287506,0,1,0.868816,2298
SLE_Discovery,SLE_Replication,-0.0736442,-0.725,0.52143,0.00542346,0,0.59673,0.782767,2301
SLE_Discovery,SLE_Replication,0.229135,-0.76366,1,0.052503,0,1,0.566334,2302
SLE_Discovery,SLE_Replication,0.332427,-0.18015,1,0.110508,0,1,0.198611,2305
SLE_Discovery,SLE_Replication,-0.135741,-0.73475,0.39604,0.0184257,0,0.56556,0.575333,2308
SLE_Discovery,SLE_Replication,-0.162021,-0.93393,0.49614,0.0262509,0,0.93288,0.569518,2311
SLE_Discovery,SLE_Replication,0.349458,-0.35336,1,0.122121,0,1,0.279337,2314
SLE_Discovery,SLE_Replication,-0.102421,-0.47342,0.25444,0.0104901,0,0.22736,0.562716,2318
SLE_Discovery,SLE_Replication,-0.110656,-0.72699,0.44759,0.0122446,0,0.58169,0.670428,2325
SLE_Discovery,SLE_Replication,0.156189,-0.53414,1,0.0243949,0,1,0.600759,2326
SLE_Discovery,SLE_Replication,-0.265465,-1,0.56826,0.0704716,0,1,0.463685,2327
SLE_Discovery,SLE_Replication,0.327301,-0.20512,1,0.107126,0,1,0.213096,2336
SLE_Discovery,SLE_Replication,,,,,,,,2337
SLE_Discovery,SLE_Replication,-0.870902,-1,-0.37841,0.75847,0.14319,1,0.00154303,2338
SLE_Discovery,SLE_Replication,0.306686,-0.18231,0.93108,0.0940563,0,0.86701,0.208625,2340
SLE_Discovery,SLE_Replication,0.0416741,-0.7542,0.87993,0.00173673,0,1,0.89696,2347
SLE_Discovery,SLE_Replication,0.528219,-0.36989,1,0.279015,0,1,0.198251,2348
SLE_Discovery,SLE_Replication,0.322771,-0.29158,1,0.104181,0,1,0.27284,2351
SLE_Discovery,SLE_Replication,0.276208,-0.70032,1,0.0762907,0,1,0.494888,2352
SLE_Discovery,SLE_Replication,0.949817,0.28974,1,0.902152,0.08441,1,0.00951579,2353
SLE_Discovery,SLE_Replication,0.251444,-0.33007,0.98114,0.0632241,0,0.98877,0.357626,2356
SLE_Discovery,SLE_Replication,0.453118,0.03355,1,0.205316,0.00499,1,0.0391666,2358
SLE_Discovery,SLE_Replication,0.453437,0.10112,0.90894,0.205605,0.01104,0.82616,0.0138329,2359
SLE_Discovery,SLE_Replication,-0.172805,-1,0.66903,0.0298617,0,1,0.617207,2360
SLE_Discovery,SLE_Replication,0.234141,-0.27653,0.94129,0.0548221,0,0.89957,0.338505,2365
SLE_Discovery,SLE_Replication,-0.174686,-1,0.80748,0.0305151,0,1,0.650303,2366
SLE_Discovery,SLE_Replication,-0.0666866,-1,0.8251,0.00444711,0,1,0.85153,2368
SLE_Discovery,SLE_Replication,-0.0268945,-0.53189,0.49727,0.000723316,0,0.3646,0.908336,2369
SLE_Discovery,SLE_Replication,0.30471,-0.02697,0.68207,0.0928483,0,0.46521,0.0777245,2370
SLE_Discovery,SLE_Replication,0.0177838,-0.49364,0.53896,0.000316263,0,0.38058,0.938939,2371
SLE_Discovery,SLE_Replication,0.210712,-0.35588,0.91732,0.0443994,0,0.8545,0.429115,2372
SLE_Discovery,SLE_Replication,0.436638,0.06784,0.90565,0.190653,0.00598,0.8202,0.0295126,2373
SLE_Discovery,SLE_Replication,0.585697,-0.22237,1,0.343041,0,1,0.143777,2375
SLE_Discovery,SLE_Replication,0.33244,-0.15584,0.9911,0.110516,0,0.98229,0.164069,2376
SLE_Discovery,SLE_Replication,0.116672,-0.2253,0.47729,0.0136123,0,0.22813,0.494084,2378
SLE_Discovery,SLE_Replication,0.38437,-0.36135,1,0.14774,0,1,0.261243,2380
SLE_Discovery,SLE_Replication,0.198282,-0.48838,1,0.0393156,0,1,0.519303,2385
SLE_Discovery,SLE_Replication,0.212887,-0.63134,1,0.0453207,0,1,0.541206,2386
SLE_Discovery,SLE_Replication,-0.0611175,-0.77502,0.61236,0.00373535,0,0.78751,0.827672,2404
SLE_Discovery,SLE_Replication,0.0612079,-0.72757,0.84675,0.00374641,0,1,0.84333,2408
SLE_Discovery,SLE_Replication,0.802341,0.19602,1,0.643751,0.04238,1,0.0119274,2413
SLE_Discovery,SLE_Replication,0.243979,-0.16706,0.7106,0.0595255,0,0.50525,0.230908,2415
SLE_Discovery,SLE_Replication,0.304523,-0.08179,0.76025,0.0927342,0,0.57798,0.123916,2422
SLE_Discovery,SLE_Replication,-0.512071,-1,0.47333,0.262216,0,1,0.255044,2423
SLE_Discovery,SLE_Replication,-0.494784,-1,0.00565,0.244811,0,1,0.0531543,2432
SLE_Discovery,SLE_Replication,0.204501,-0.44502,1,0.0418205,0,1,0.485577,2433
SLE_Discovery,SLE_Replication,0.519125,-0.25623,1,0.269491,0,1,0.176456,2434
SLE_Discovery,SLE_Replication,-0.263498,-0.88807,0.2404,0.0694311,0,0.79522,0.273769,2438
SLE_Discovery,SLE_Replication,0.118308,-0.2998,0.55581,0.0139968,0,0.31611,0.552583,2450
SLE_Discovery,SLE_Replication,-0.0219479,-0.41359,0.3771,0.000481712,0,0.21123,0.905541,2453
SLE_Discovery,SLE_Replication,-0.0679887,-0.49941,0.36243,0.00462247,0,0.27347,0.734041,2455
SLE_Discovery,SLE_Replication,0.191758,-0.28582,0.75459,0.0367713,0,0.57956,0.415003,2456
SLE_Discovery,SLE_Replication,-0.124267,-1,0.80996,0.0154423,0,1,0.733791,2457
SLE_Discovery,SLE_Replication,0.79446,0.2335,1,0.631167,0.05635,1,0.00939753,2458
SLE_Discovery,SLE_Replication,-0.465385,-1,0.27296,0.216583,0,1,0.18713,2460
SLE_Discovery,SLE_Replication,-0.367233,-1,0.20973,0.13486,0,1,0.193406,2463
SLE_Discovery,SLE_Replication,-0.431922,-1,0.13688,0.186557,0,1,0.130203,2464
SLE_Discovery,SLE_Replication,0.54299,-0.28434,1,0.294839,0,1,0.169396,2468
SLE_Discovery,SLE_Replication,0.0399695,-0.76415,0.85303,0.00159756,0,1,0.897364,2469
SLE_Discovery,SLE_Replication,-0.414413,-1,0.31726,0.171738,0,1,0.227113,2470
SLE_Discovery,SLE_Replication,0.290915,-0.15986,0.86711,0.0846318,0,0.75188,0.194457,2471
SLE_Discovery,SLE_Replication,0.144121,-0.26326,0.59435,0.0207707,0,0.35774,0.472812,2472
SLE_Discovery,SLE_Replication,0.523889,0.02426,1,0.27446,0.00403,1,0.0452696,2477
SLE_Discovery,SLE_Replication,0.08669,-0.95074,1,0.00751516,0,1,0.823044,2479
SLE_Discovery,SLE_Replication,-0.665099,-1,-0.0197,0.442356,0.00901,1,0.0399793,2481
SLE_Discovery,SLE_Replication,0.562407,0.06271,1,0.316301,0.00701,1,0.0291867,2482
SLE_Discovery,SLE_Replication,0.325318,-0.4717,1,0.105832,0,1,0.359899,2486
SLE_Discovery,SLE_Replication,0.109088,-0.27185,0.50069,0.0119002,0,0.25547,0.554043,2488
SLE_Discovery,SLE_Replication,-0.0624173,-0.63009,0.5062,0.00389591,0,0.47384,0.801654,2491
SLE_Discovery,SLE_Replication,-0.38087,-0.87469,0.01004,0.145062,0,0.76508,0.0623449,2492
SLE_Discovery,SLE_Replication,-0.218886,-0.78682,0.27413,0.0479112,0,0.62116,0.350056,2493
SLE_Discovery,SLE_Replication,-0.582376,-1,-0.06065,0.339162,0.009,1,0.0345358,2494
