Gene	SimesP
TGFBRAP1	0.0462914979631534
TGFBRAP1-AS1	0.0462914979631534
C2orf49-DT	0.0462914979631534
C2orf49	0.0462914979631534
FHL2	0.0496782566172835
LINC02946	0.0139691789125516
NCK2	0.0404672906781636
NCK2-AS1	0.035636421821005
ECRG4	0.0130290505586061
UXS1	0.000506026297789843
RPL22P10	0.000423640984479648
SRSF3P4	0.00038367485386836
RPS21P2	0.000628202993532296
RPL27AP4	0.000534640845559401
ILRUNP1	0.0425817762609888
ANAPC1P6	0.0427639953867499
PLGLA	0.0400720223551694
RGPD3	0.0472030384389376
CD8B2	0.0485703747978907
EEF1A1P12	0.00869810130153428
ST6GAL2	0.00695867589874577
ST6GAL2-IT1	0.0487678622888869
PPP1R2P5	0.0209517400973898
LINC01789	0.00623393907801011
LINC01885	0.0123352411543604
LINC01886	0.0115173826778505
GACAT1	0.0229742560551549
RGPD4-AS1	0.045724215438946
RGPD4	0.0453880079724832
RPL22P8	0.0252011851114067
SRSF3P5	0.0252011851114067
SLC5A7	0.0499919384816306
LINC01593	0.0398533505453623
ACTP1	0.0383773005251637
LINC01594	0.0400115128759683
SETD6P1	0.0384840741959835
SULT1C3	0.0352552317738568
WASF1P1	0.0157662308174647
SULT1C2	0.0144810170478764
SULT1C2P2	0.013393911274509
SULT1C5P	0.0133561819469751
GMCL1P2	0.0137334752223134
SULT1C4	0.014579601780777
SMIM12P1	0.048712768856575
GCC2	0.0491200075823357
GCC2-AS1	0.0491200075823357
LIMS1	0.0495979426102179
LIMS1-AS1	0.0492987685666012
RPL10P5	0.0495979426102179
RANBP2	0.0424218622886588
CCDC138	0.0416287521987915
RPL39P16	0.0385933399597981
EDAR	0.0376960083244907
SH3RF3-AS1	0.0419977321475758
SH3RF3	0.0476991017554168
MIR4265	0.0382884681492597
SNRPGP9	0.0237546939832385
MIR4266	0.0259897976600193
SEPTIN10	0.0475060218083677
RPL37P12	0.0475060218083677
SOWAHC	0.0463214252825868
BMS1P19	0.0492133016869616
SRSF3P6	0.0446164548260916
RPL22P11	0.0446164548260916
BUB1	0.00391544395863837
ACOXL	0.0179321448537789
RPL5P9	0.0285465920650438
MIR4435-2HG	0.0123055289039079
ACOXL-AS1	0.00278615748767725
BCL2L11	0.00503056213052837
RPS14P4	0.0455314269274297
SOCAR	0.0471995758569928
DBF4P2	0.0492282957568452
ANAPC1	0.029972049757678
RPL34P8	0.0226745072079825
CENPNP2	0.0385154116819458
MIR4771-2	0.0385154116819458
EEF1E1P1	0.0242549036858587
MERTK	0.0247602141793141
RN7SL297P	0.0145375728536645
RTRAFP1	0.00726878642683226
TMEM87B	0.022123934191962
FBLN7	0.022123934191962
ZC3H8	0.0476484183046616
ZC3H6	0.0476484183046616
NDUFB4P6	0.0476484183046616
RGPD8	0.0257408186378993
SLC20A1	0.0274827958289538
NT5DC4	0.0426651530336216
CKAP2L	0.0435169746653692
IL1A	0.0433353986071833
IL1B	0.043461794742861
AMANZI	0.0436022123155657
XIAPP3	0.0416202935739491
IL37	0.0409739999401682
IL36G	0.00774994412694029
HMGN2P23	0.00774994412694029
POLR2DP1	0.00774994412694029
IL36A	0.00774994412694029
IL36B	2.31073465680928e-56
IL36RN	2.59253156617627e-56
IL1F10	2.81796909366985e-56
RNU6-1180P	2.93068785741665e-56
IL1RN	2.93068785741665e-56
PSD4	0.0357412996987514
PAX8-AS1	0.0499450414957752
PAX8	0.0499450414957752
LINC02966	0.000316175122965809
ZNG1B	0.0466298165551983
FOXD4L1	0.0466298165551983
LINC01961	0.0466298165551983
PGM5P4-AS1	0.0466298165551983
FAM138B	0.0466298165551983
PGM5P4	0.0466298165551983
RPL23AP7	0.0361044775873039
MIR1302-3	0.0466298165551983
WASH2P	0.0388090849558822
DDX11L2	0.0388090849558822
RABL2A	0.0367893883867595
SNRPA1P1	0.0334867881708505
ACRP1	0.0382422427076047
LINC02936	0.043169145560077
RNU6-744P	0.041077384231177
SLC35F5	0.0101409180893168
MIR4782	0.0422257535700635
ACTR3-AS1	0.0144107783374502
ACTR3	0.00307824607565818
LINC01191	0.00366902057502692
SEPHS1P7	9.45003137059596e-05
RNU2-41P	0.00618487699448632
DPP10	0.0344953907353448
DPP10-AS3	0.0343012564226771
DPP10-AS2	0.0299094195335935
DPP10-AS1	0.0148045483136727
RPSAP23	0.0241750188724666
MTCYBP39	0.046608713243698
MTND1P28	0.0362451362704878
MTND2P21	0.0362451362704878
MTCO1P43	0.0362451362704878
RNU7-190P	0.0252445838624638
DDX18	0.0432720195839374
HTR5BP	0.0426597733249272
CCDC93	0.037731553996181
RN7SL111P	0.0333626372176758
INSIG2	0.0430491338692103
THORLNC	0.00116199732628081
LINC01956	0.0489020771633009
EN1	0.0461705392828449
MARCO	0.0433290386054555
C1QL2	0.0235266800411709
RN7SL468P	0.0421206412891751
STEAP3	0.0111227068109424
STEAP3-AS1	0.0103282277530179
C2orf76	0.00790948039889237
DBI	0.0124923948267549
TMEM37	0.0139571315896283
SCTR	0.0372190175723421
SCTR-AS1	0.0139571315896283
CFAP221	0.0483577028034282
TMEM177	0.0489342430983419
RPL17P15	0.0489342430983418
PTPN4	0.0324839647320708
RPL27P7	0.0358382871772303
EPB41L5	0.0455970290253655
MTATP6P26	0.03834371619679
MTCO3P43	0.03834371619679
MTND3P10	0.03834371619679
MTND4LP14	0.03834371619679
MTND4P26	0.03834371619679
MTND5P28	0.03834371619679
TMEM185B	0.03834371619679
RALB	0.0472858330244958
INHBB	0.0469148036299778
LINC01101	0.0280831005142448
GLI2	0.0263271594994749
CLASP1	0.0487514644536813
CLASP1-AS1	0.0463352459731985
RNU4ATAC	0.0463352459731985
NIFK-AS1	0.0487514644536813
RPL12P15	0.0487514644536813
NPM1P32	0.0398606402820261
NIFK	0.0398606402820261
TSN	0.0265737601880174
LINC01823	0.034421705382009
LINC01826	7.07641804085792e-05
ELOAP1	0.02767766479069
PSMD14P1	0.00109759417252716
RN7SKP102	0.0163286068466269
CNTNAP5-DT	0.0422038123604504
CNTNAP5	0.0429326312613317
MTND5P22	0.0400599038756721
RNA5SP102	0.0392801060798654
RNU6-259P	0.0331850239490612
LINC01941	0.0472335622129551
SLC6A14P3	0.00526749677510533
YWHAZP2	0.0413670321019679
GYPC	0.0451705985558847
RNU6-675P	0.0468158981750485
TEX51	0.0452559131883486
RNU7-182P	0.0403136861200754
BIN1	0.049609093814992
NIFKP9	0.048348693997838
CYP27C1	0.0289024226569128
WBP11P2	0.0184781463396534
ERCC3	0.0169019705175777
MAP3K2	0.0150682494469757
RNU6-1147P	0.0177001191253522
MAP3K2-DT	0.00999496894906706
PROC	0.0103901230621102
MIR4783	0.0109685732735375
IWS1	0.0168025394066769
RNU4-48P	0.0498842861772896
MYO7B	0.0365803966125146
MYO7B-AS1	0.0360540729103739
LIMS2	0.0415189686760918
GPR17	0.0338707376041802
WDR33	0.0474507282897922
SFT2D3	0.0454796597669032
RNY4P7	0.0485125164342755
ZFP91P1	0.0396520579911806
POLR2D	0.0371738043667318
RNU6-395P	0.0396520579911806
RPS26P19	0.0396520579911806
AMMECR1L	0.0446085652400782
SAP130	0.0251370137547465
UGGT1	0.0395616863339516
DYNLT3P2	0.0457433429273966
RPL14P6	0.0457433429273966
RPL21P34	0.0457433429273966
HS6ST1	0.0457433429273966
RNA5SP103	0.049893295745766
ISCA1P6	0.0407424715217091
LINC01854	0.0343203709992536
PPIAP65	0.0144736546260103
LINC02572	0.039991898165624
PLAC9P1	0.0262847915988521
LINC01856	0.025141974572815
RPL22P7	0.025141974572815
RAB6C-AS1	0.0231575069892088
RAB6C	0.0231575069892088
GPR148	0.0140253956888311
AMER3	0.0172773599622431
CYCSP8	0.0191970666247145
ARHGEF4-AS1	0.0115182399748287
ARHGEF4	0.0429682842984421
SMIM39	0.0315247047344777
FAM168B	0.0315247047344777
PLEKHB2	0.0364322880980701
ARHGAP42P1	0.0118521515768101
SSBP3P2	0.0364322880980701
RAB6D	0.0164734316247236
MTCYBP10	0.018120774787196
MTND6P10	0.018120774787196
MTND5P23	0.018120774787196
MTND4P21	0.018120774787196
MTND3P18	0.014707563782177
MTCO3P18	0.014707563782177
MTATP6P4	0.014707563782177
MTCO2P18	0.014707563782177
MTCO1P18	0.014707563782177
MTND2P18	0.014707563782177
MTND1P26	0.014707563782177
LINC01120	0.014707563782177
MED15P3	0.014707563782177
GNAQP1	0.0122563031518141
NOC2LP2	0.0122563031518141
RHOQP2	0.00490252126072566
MZT2A	0.00980504252145131
MIR4784	0.0468480974473748
SMPD4BP	0.00289689027319032
CCDC74A	0.00289689027319032
MED15P4	0.00386252036425375
POTEKP	0.00386252036425375
RNU6-617P	0.00971164109259866
LINC01087	0.0323548670556749
GRAMD4P8	0.0323548670556749
LINC03124	0.0323548670556749
CDRT15P3	0.030484162191258
ANKRD30BL	0.0474207078205665
RNA5-8SP5	0.0474207078205665
MIR663B	0.0474207078205665
CDC27P1	0.0474207078205665
ZNF285CP	0.0474207078205665
GPR39	0.0134440505733269
LYPD1	0.0379031126480281
NCKAP5	0.00326702667495644
NCKAP5-AS1	0.0495054035808247
NCKAP5-AS2	0.0473348810612516
RNU6-579P	0.0473348810612516
RN7SKP154	0.0309151442445394
NCKAP5-IT1	0.0420021652971514
RN7SKP93	0.00140393497291871
MGAT5	1.60255028780468e-05
MIR3679	0.0499135939544848
RNA5SP104	1.77679377977009e-05
EDDM3CP	1.12569386070183e-05
TMEM163	0.0197881052480737
CCNT2-AS1	0.0289449824809821
VDAC2P4	0.0393404109208884
ACMSD	0.0266509951913327
MIR5590	0.0316893189237228
CCNT2	0.0206926475103822
MAP3K19	0.0220459591059268
RAB3GAP1	0.0253080787388397
SNORA40B	0.0190665129509635
ZRANB3	0.042311122987184
G3BP1P1	0.0491324276285029
R3HDM1	0.025792393547553
RNU6-512P	0.0209296911958763
MIR128-1	0.0216273475690721
UBXN4	0.00572103549649493
LCT	0.00305848783808211
LCT-AS1	0.00268489177610665
MCM6	0.0026496800577444
MANEALP1	0.00164125849861945
DARS1	0.00233323159092298
DARS1-AS1	0.00649106411933009
CXCR4	0.00446416702805201
HNRNPKP2	0.00708399476080079
UBBP1	0.0292018713772821
RN7SKP141	0.0474679731736384
SMC4P1	0.0497379198636993
THSD7B	0.00898867375078713
RNA5SP105	0.0253972483393293
HNMT	0.0120231968017898
SPOPL-DT	0.0400646278911496
LINC01832	0.023526987619544
RPL15P5	0.0190087650578447
YWHAEP5	0.0193012075971961
IDI1P1	0.0160843396643301
RNF14P1	0.0295786710557327
SPOPL	0.0228459700154088
LINC02631	0.0314132087711871
NXPH2	0.0499350569744254
YY1P2	0.0470043755828044
AHCYP4	0.0470043755828044
RN7SL283P	0.0499695677487477
LINC01853	0.0203334499253351
MTCO1P44	0.0472986224383455
MTND2P19	0.0472986224383455
MTND1P27	0.0472986224383455
LRP1B	0.0494691181435321
MIR7157	0.0199327990075241
COPRSP1	0.0171808588268432
RNU6-904P	0.0470006639350022
RPS16P3	0.0433867172710358
UBE2V1P14	0.0465293267529794
RRN3P4	0.02855058251518
KYNU	0.0422635632400156
SFXN4P1	0.0422635632400156
ARHGAP15	0.0466925334615671
MTCYBP11	0.0357484420336757
MTND6P11	0.0357484420336757
MTND5P24	0.0357484420336757
ARHGAP15-AS1	0.0372544326252029
GTDC1-AS1	0.0339576406322885
GTDC1	0.0350530483946204
ZEB2	0.026765362210878
ZEB2-AS1	0.0437558824245135
LINC01412	0.0399405746383072
LINC02993	0.0399405746383072
TEX41	0.0495807868112893
SGCEP1	0.0465622636131015
LINC01966	0.0390694631474867
RPL6P5	0.0441242579769578
METAP2P1	0.0399393187054025
OTX2P2	0.0327267791403586
PABPC1P2	0.0223117411725792
LINC01911	0.0498601507711908
RNU6-692P	0.0345770712152699
RNA5SP106	0.04883167174426
ORC4	0.0125535517355852
MBD5	0.0199496969588927
USP12P2	0.0411551799129805
RPS29P8	0.0458818951003618
EPC2	0.0292406075231002
RNU2-9P	0.0324299685352564
UBBP3	0.0189082853911994
KIF5C-AS1	0.0432257040351807
RPS20P13	0.0432257040351807
USP8P2	0.0432257040351807
KIF5C	0.0432257040351807
LYPD6B	0.0293878254158534
TXNP5	0.0137809245739941
FAM8A3P	0.0469199397031081
LYPD6	0.00729068378348449
RPL17P13	0.0169014208624943
MMADHC	0.0115576992526501
MMADHC-DT	0.0326138092853957
RNU6-601P	0.0479906587916458
LINC01931	0.0254195866489113
LINC01818	0.0118468371829975
RND3	0.0458296556588959
LINC01920	0.03641328480549
LINC02612	0.0259044746821028
FABP5P10	0.0474494215531013
RBM43	0.0460173643336933
NMI	0.0458640326948349
TNFAIP6	0.0429946428771154
MIR4773-2	0.0429946428771154
MIR4773-1	0.0429946428771154
RN7SL124P	0.0429946428771154
RIF1	0.00980436912245457
NEB	0.000891306283859507
ARL5A	0.0479792320106735
CACNB4	0.00767762109607543
STAM2	0.00299801476705858
RPL30P2	0.0267660164431254
FMNL2	0.0494197548402539
NUDCP1	0.046595489062524
PRPF40A	0.0494197548402539
ARL6IP6	0.0494197548402539
UBQLN4P2	0.0411879569852614
ATP5PBP4	0.0469573288229417
LINC01850	0.0473768282058914
RPL23AP29	0.041454724680155
TUBAP13	0.041454724680155
RPRM	0.0442760352989524
DNAJA1P2	0.0433381231119811
GALNT13	0.0489070844607445
PHB1P4	0.00408802729892033
GALNT13-AS1	0.0490146196167315
RNA5SP107	0.0316304326734349
KCNJ3	0.0164890675435756
CBX3P6	0.00690050187394267
RNU6-1001P	0.00626245609419368
MTCO1P45	0.00574833800346106
MTND2P20	0.00643813856387639
ATP5F1AP2	0.00616988279038154
MTND4P28	0.00801313146713244
MTND5P30	0.00801313146713244
MTND6P9	0.00764889821862642
MTCYBP9	0.00764889821862642
RNU6-546P	0.00780499818227186
LINC01876	0.0301856955246166
HEBP2P1	0.0423784747888789
NR4A2	0.0240003274122674
GPD2	0.00531598351948085
LINC01958	0.0205108971725533
RPLP0P7	0.0413414207072335
CDK7P1	0.0491755695142591
GALNT5	0.0491755695142591
RN7SKP281	0.045059827443342
ERMN	0.045059827443342
FAM133DP	0.045059827443342
CYTIP	0.0490224520717409
ACVR1C	0.0490224520717409
ACVR1	0.0415289115439109
UPP2	0.0498971332129673
RNU6-436P	0.0498971332129673
MTA3P1	0.0492152197169431
RNU6-932P	0.0498971332129673
PTP4A1P1	0.0346492814453669
CCDC148-AS1	0.0124505225722681
CCDC148	0.00311905227740882
HNRNPDLP2	0.00323713745218263
RN7SL393P	0.00320003140749749
PKP4	0.0106566974479159
RPL7AP22	0.0119003745003282
PKP4-AS1	0.0112607207850447
DAPL1	0.00148935732339445
OR7E89P	0.000916527583627355
OR7E28P	0.00103109353158077
OR7E90P	0.00137479137544103
RNU2-21P	0.0364433014073447
TANC1	0.014980860173237
BTF3L4P2	0.0034748323318248
RNU6-580P	0.002895693609854
GSTM3P2	0.00397250630910307
MIR6888	0.0209045300276615
WDSUB1	0.0233235922977696
BAZ2B	0.00251084035384372
CAPZA1P2	0.00416308874203176
BAZ2B-AS1	0.00134173031408524
RPS3AP13	0.00184193182539709
MARCHF7	0.00313062649830271
CD302	0.00471054933777948
LY75-CD302	0.00614166139606533
LY75	0.00752040170946775
PLA2R1	0.00847304808837205
ITGB6	0.0491452542797765
LINC02478	0.0487131968458375
RBMS1	0.0162451131007906
MIR4785	0.0121560180658059
TANK-AS1	0.0473653347297831
TANK	0.0190081586271212
PSMD14-DT	0.0161286824070762
LINC01806	0.0181447677079607
PSMD14	0.0161286824070762
MXRA7P1	0.0120965118053072
RNA5SP108	0.0418703142603537
TBR1	0.0418703142603537
SLC4A10	0.0327865835379631
AHCTF1P1	0.0262292668303705
MTNAP1P1	0.0252863443344408
KRT18P46	0.0252863443344408
RPEP5	0.013370643562271
DPP4	0.0411204528788089
DPP4-DT	0.0411204528788089
TIMM8AP1	0.0411204528788089
EIF3EP2	0.0380213690496196
GCG	0.0347351332544237
FAP	1.25812456837404e-05
IFIH1	7.65814954662456e-06
GCA	0.000520749245647145
KCNH7	0.0120873755607368
RNA5SP109	0.0256714237499571
KCNH7-AS1	0.0415779068787252
RPL7P61	0.0267245814168604
RNU6-627P	0.0255541341489661
FIGN	0.0487902455493716
PRPS1P1	0.0411697363900051
CYP2C56P	0.0276858691040027
GRB14	0.0287807594880778
COBLL1	0.0488846310099472
SNORA70F	0.0498486794299175
RNA5SP110	0.0349248917964868
SLC38A11	0.0166645380230519
RNA5SP111	0.0141530243348193
SCN3A	0.0221267438445296
SCN2A	0.0174044940749427
MAPRE1P3	0.00927268638475137
CSRNP3	0.0372910020454292
GALNT3	0.0441088528336726
TTC21B	0.0463264069444824
TTC21B-AS1	0.0189997753693685
SCN1A-AS1	0.043858764501904
SCN1A	0.0445704307926585
RN7SKP152	0.0446585727124858
SCN9A	0.0439501369279496
SCN7A	0.0491210846680343
XIRP2	0.0291891705180185
XIRP2-AS1	0.0222403493496709
B3GALT1	0.0293114800230678
CTAGE14P	0.047971347129974
B3GALT1-AS1	0.0301364674099157
STK39	0.0339399151286627
PHF5AP5	0.0250509047510113
CERS6	0.0401299100455633
CERS6-AS1	0.0400633596143103
NOSTRIN	0.0440199340708284
SPC25	0.0474205890207113
G6PC2	0.0496885724795453
ABCB11	0.0286129911933337
DHRS9	0.0137598098374407
UBE2V1P6	0.0120398336077606
LRP2	0.020894526049447
BBS5	0.00344399623914093
KLHL41	0.0293852209451416
FASTKD1	0.0292113438981289
PPIG	0.0292113438981289
CFAP210	0.0249044930537663
PHOSPHO2	0.0316435510764448
KLHL23	0.0349268723773834
PTCHD3P2	0.0279414979019067
CYB5AP2	0.02095612342643
SSB	0.0349268723773834
METTL5	0.0464726405389399
UBR3	0.0490079869713451
NSA2P5	0.0490079869713451
RNU6-1006P	0.0400371549401762
MYO3B	0.0204616141454197
MYO3B-AS1	0.0156396991123326
HMGB1P4	0.0467320679641775
ERICH2-DT	0.0167665514947435
LINC01124	0.027371757785291
SP5	0.0205288183389682
EIF2S2P4	0.0140620445221342
ERICH2	0.0117365860463205
GAD1	0.0139721262456196
GORASP2	0.0383670892324003
TLK1	0.0143423516051884
METTL8	0.048695874247342
RPS26P20	0.0218188451532026
DCAF17	0.048695874247342
DAP3P2	0.0446244817032908
RPS15P4	0.0433898418189382
CYBRD1	0.0433898418189382
RPL21P38	0.0308364999797766
DYNC1I2	0.0400308111493606
SLC25A12	0.0411431678915278
RNU6-182P	0.0117551908261508
HAT1	0.0469025188709963
METAP1D	0.0448402448950975
DLX1	0.0448402448950975
DLX2	0.0484303544955437
DLX2-DT	0.0421850795733773
ITGA6	0.0388347943929638
ITGA6-AS1	0.0461350949585398
PDK1	0.0462576472361942
RAPGEF4-AS1	0.0348004430157767
RAPGEF4	0.049555415425136
ALDH7A1P2	0.0490200403279139
MAP3K20	0.0436879646865422
MAP3K20-AS1	0.0422323111577141
RPS2P18	0.0244708575324485
CDCA7	0.0103728256489262
JPT1P1	0.0177819868267307
CBY1P1	0.0177073443950361
PPIAP66	0.0186910857503159
RPL5P7	0.0389925726116363
SP3	0.0449548451006506
LINC01960	0.0473360938956005
RPSAP24	0.0473360938956005
OLA1	0.0354986514428138
RN7SL65P	0.0287543315475025
LRRC2P1	0.0115638728168154
HNRNPA1P39	0.0115638728168154
LINC01305	0.0144548410210193
SP9	0.0144548410210193
CIR1	0.0141562597326171
SCRN3	0.00519221776258946
GPR155	0.00649027220323682
GPR155-DT	0.00519221776258946
RPA3P1	0.00259610888129473
RNU6-5P	0.0468520447391545
WIPF1	0.0456480291870595
WIPF1-AS1	0.0465742210836086
H3P6	0.0248427989180371
CHRNA1	0.0289832654043766
CHN1	0.041126294335304
RNU6-763P	0.0414256818713669
RNU6-1290P	0.0414256818713669
RPL21P31	0.0414256818713669
ATF2	0.045265940560678
MIR933	0.045265940560678
ATP5MC3	0.045265940560678
RPS15AP14	0.045265940560678
EXTL2P1	0.0407752988898022
LNPK	0.0419219482268121
EVX2	0.0407668009768915
HOXD13	0.0317075118709156
HOXD12	0.0294426895944216
HOXD11	0.0271778673179277
HOXD10	0.0249130450414337
HOXD-AS2	0.0295169791162982
HOXD9	0.0204348316958987
HOXD8	0.0272464422611983
HOXD3	0.0446383146881375
MIR10B	0.0340580528264979
HOXD4	0.0385991265366976
HAGLR	0.0440258845435981
HAGLROS	0.0461262585110754
HOXD1	0.0453025753233776
MIR7704	0.0453025753233776
RPSAP25	0.0410800581067497
MTX2	0.0337135151910436
PPIAP67	0.0384444524407462
LINC01117	0.0221532342146417
NRAL	0.041971580928488
MIR1246	0.0472389315503853
LINC01116	0.0472389315503853
RNU6ATAC14P	0.0349159833408047
FUCA1P1	0.0493629856377327
RPL29P8	0.0493629856377327
RNU6-187P	0.00237356080871162
RNA5SP112	0.0376070975168151
STUB1P1	0.0432780063933797
KRT8P40	0.0425344113104291
HNRNPA3	0.0425344113104291
MIR4444-1	0.0425344113104291
NFE2L2	0.0486430187217524
AGPS	0.0486430187217524
IFT70B	0.0446699790629464
PDE11A	0.0480459695240436
API5P2	0.0142935788339587
SDHDP5	0.0285871576679174
RNU6-629P	0.0487807560253711
CYCTP	0.0487807560253711
RBM45	0.0487807560253711
RNU5E-9P	0.040338177700142
OSBPL6	0.0433046029949034
CHROMR	0.0415527742583273
PRKRA	0.0468942333522704
PJVK	0.0468942333522704
NUDCP2	0.0468942333522704
FKBP7	0.0488532058471222
PLEKHA3	0.0238490113682344
TTN-AS1	0.00255603788988059
TTN	0.00418906209730431
CCDC141	0.00802311893212519
RNU7-104P	0.00184602736491376
RPS6P2	0.0117484806065924
SESTD1	0.040423666097253
RAD52P1	0.00770985310239395
ZNF385B	0.0115121213143176
TXNL4AP1	0.047642427091704
MIR1258	0.0462475404662391
CWC22	0.0472215404128917
SCHLAP1	0.049436707993076
FTH1P20	0.0499609152870866
RPL27AP3	0.0213002973776317
UBE2E3	0.0115807399809229
UBE2E3-DT	0.0108960998907682
LINC01934	0.0230317117059752
MIR4437	0.0491971263347529
ITGA4	0.0140491539338833
CERKL	0.0498424543367718
NEUROD1	0.0498424543367718
SAP18P2	0.0498424543367718
RNU6ATAC19P	0.0498424543367718
ITPRID2-DT	0.0432533136154303
ITPRID2	0.0404446568871556
PPP1R1C	0.036974539894134
KRT18P29	0.0219936586833588
RNA5SP113	0.0273290077478382
PDE1A	0.0484352651801139
RN7SL267P	0.0490797618177355
DNAJC10	0.000400293623450634
RPL31P15	0.0284907136205355
FRZB	0.0411864368739286
RNU6-1122P	0.0411864368739286
NCKAP1	0.0482957608930404
KRT8P10	0.0145629234840869
DUSP19	0.0393362762767714
NUP35	0.0358209855177654
LIN28AP1	0.00645844839879586
CACYBPP2	0.0384094501927413
MIR548AE1	0.00317246446546304
ZNF804A	0.0496302769611749
RPL23AP33	0.0226556661499975
ELF2P4	0.0458530339130485
FSIP2-AS1	0.0410234747570739
FSIP2	0.0338396998008967
RPL21P32	0.0308306776152619
LINC01473	0.0402870357840517
RPL23AP35	0.0331172566078814
MED28P3	0.0454361163361499
ZC3H15	0.0478728233221921
DPRXP1	0.0478728233221921
ITGAV	0.0387364766562532
FAM171B	0.0443136743318019
ZSWIM2	0.0477722260815268
IMPDH1P7	0.0496338736589203
CALCRL-AS1	0.0414564147835818
RN7SKP42	0.0494125199891331
RNU6-989P	0.0262944408611114
CALCRL	0.0418171299349036
GAPDHP59	0.0418495315753965
TFPI	0.0362458613802434
LINC01090	0.0110164524159125
RNA5SP114	0.00609590726936159
GULP1	0.00490732880345195
MIR561	0.00445109188521719
DIRC1	0.00450941160592282
COL3A1	0.0107416330561256
MIR1245A	0.0169443990225227
MIR1245B	0.0169443990225227
MIR3606	0.0105498181801234
COL5A2	0.00851178512259952
MIR3129	0.00762703314706499
KRT18P19	0.0496590107873901
WDR75	0.0494064733298785
KDM3AP1	0.0494064733298785
SLC40A1	0.0198929026926095
ASNSD1	0.0116059879101282
ASDURF	0.0109836019436625
ANKAR	0.00807208301994222
OSGEPL1	0.00641805783048563
OSGEPL1-AS1	0.00663199309150182
ORMDL1	0.00696359274607691
PMS1	0.00804030098578578
C2orf88	0.00287241279120224
TERF1P6	0.0117395618582576
HNRNPCP2	0.0117395618582576
RNF11P1	0.0117395618582576
MSTN	0.00160838180819743
HIBCH	7.65062282391297e-08
INPP1	1.40315777939827e-08
MFSD6	1.76936654050496e-08
NEMP2	5.04595727785404e-09
NEMP2-DT	1.72958027827283e-17
RN7SKP179	3.56480563908097e-09
NAB1	1.27813051072365e-17
GLS	4.29433453806173e-10
STAT1	1.9932891587299e-40
RAB1AP1	4.50043246264144e-38
STAT4-AS1	1.18907441549207e-69
STAT4	6.02936566139526e-70
RNU6-959P	2.60124061391624e-70
HMGB1P27	2.16408078814363e-05
MYO1B-AS1	0.0052684273607197
MYO1B	0.010028497695405
RNU6-1045P	0.0398128554307624
NABP1	0.0495791240689721
CAVIN2	0.0442916135400321
CAVIN2-AS1	0.0466539916580475
DNAJB1P1	0.034932293260671
TMEFF2	0.043150276732173
PCGEM1	0.0188202877929679
RPS17P8	0.0392315425697724
SLC44A3P1	0.0144046988722219
DNAJC17P1	0.0144046988722219
SEC61GP1	0.0285605717157385
GLULP6	0.0249166817319119
HNRNPA1P47	0.0225280258232401
LINC01821	0.00692961282934383
LINC01790	0.0415046322347106
RNU6-169P	0.0014954906490702
LINC01825	0.00299098129814041
LINC01827	0.00554678085955745
SLC39A10	0.0103428610935974
AHCYP5	0.0034220059335173
RNU6-915P	0.00746984412315366
DNAH7	0.0289602266079978
E2F3P2	0.0152604786916395
STK17B	0.00582290474752024
HECW2	0.0051759153311291
HECW2-AS1	0.0335661295320824
RN7SL820P	0.0273505907614848
CCDC150	0.0328903365317443
GTF3C3	0.0356239722550182
C2orf66	0.0360719661674161
PGAP1	0.036418811995949
ANKRD44	0.0499597057043551
HNRNPA3P15	0.0143284380145739
RPL4P7	0.0134600478318724
ANKRD44-AS1	0.0464935218303822
ANKRD44-IT1	0.0498445750752578
ATP5MC2P3	0.049816022549874
ANKRD44-DT	0.0494007990747962
NPM1P46	0.0471925482335993
SF3B1	0.0472152478719993
RNU6-1029P	0.0374830098962778
COQ10B	0.0401932968551856
HSPD1	0.0499137544070617
HSPE1	0.0494309570554666
HSPE1-MOB4	0.0499137544070617
MOB4	0.0499137544070617
RFTN2	0.0119200213388612
MARS2	0.00408850973458524
BOLL	0.00341823245079116
PLCL1	0.00332585384364571
LINC01923	0.0499377747549364
SATB2	0.0397041326953637
SATB2-AS1	0.0239390431321122
LINC01877	0.033626487832441
SEPHS1P6	0.0364433405962158
FTCDNL1	0.01569746979157
SPATS2L	0.0269663496580422
RNY4P34	0.0432138248188928
KCTD18	0.018303992068187
SGO2	0.0162721359974713
AOX1	0.0143051745032714
AOX3P	0.0426582191378058
AOX3P-AOX2P	0.0407176922410643
LINC01792	0.0407176922410643
AOX2P	0.0429797862544568
BZW1-AS1	0.0467406962360537
RNU1-133P	0.0432625480061308
BZW1	0.0395262164165666
RNU6-31P	0.0395262164165666
BICD1P1	0.0395262164165666
RNA5SP115	0.0414180835264516
CLK1	0.0431156680712736
PPIL3	0.0426614031305319
RNU6-312P	0.0427418963439857
NIF3L1	0.0435265741054313
RNU6-762P	0.0429917145255515
ORC2	0.0435420388959995
HYCC2	0.0485411476282394
HNRNPA1P35	0.0491169886942658
RPL23AP30	0.0491268913129541
NDUFB3	0.0495067046555496
RNU6-1206P	0.0495508287366653
RPL17P10	0.0497525077313665
CFLAR	0.0499388876477944
IMPDH1P10	0.0415542415643653
CFLAR-AS1	0.0420736695839199
RNU7-45P	0.0399959575057016
RPL38P5	0.0308074019107783
CASP10	0.0364360465732983
MTND5P25	0.039577080169855
MTND4P23	0.0400217664638983
MTND4LP13	0.0404191457053838
