Gene	SimesP
PHACTR4	0.015761147623628
DNAJC8P4	0.0120084934275261
RNU6ATAC27P	0.0120084934275261
RCC1	0.0268867125751842
SNHG3	0.0268867125751842
SNORA73A	0.0268867125751842
SNORA73B	0.0268867125751842
PRDX3P2	0.0268867125751842
TRNAU1AP	0.0309857908765346
SNHG12	0.0309857908765346
SNORD99	0.0309857908765346
SNORA61	0.0309857908765346
SNORA44	0.0309857908765346
SNORA16A	0.0309857908765346
TAF12	0.0457873337439767
RAB42	0.0309857908765346
TAF12-DT	0.0474884609168813
RNU11	0.0474884609168813
GMEB1	0.0372383808274287
YTHDF2	0.0382173188870502
OPRD1	0.0121833361631812
EPB41	0.00986270070352766
Metazoa_SRP	4.87648321020348e-11
TMEM200B	0.00264620132880563
SRSF4	0.00264620132880563
MECR	0.012405826684699
PTPRU	0.0336700724487561
LINC01756	0.0300389862042824
LINC01648	0.0497370674596951
MATN1	0.040176408978241
MATN1-AS1	0.0357123635362143
LAPTM5	0.0382779454218526
MIR4420	0.0357123635362143
LINC01778	0.039389775411503
RN7SKP91	0.039389775411503
SDC3	0.0392481619349798
RN7SL371P	0.0345857906605392
PUM1	0.00369061018951905
SELENOWP1	0.00474507024366735
RPL21P22	0.0042178402165932
NKAIN1	0.0443429050260121
SNRNP40	0.0405254529201487
ZCCHC17	0.0485560017765874
FABP3	0.0478203047799725
SERINC2	0.0454233565006785
EEF1A1P46	0.0074759151401069
RNU6-40P	0.00626802652782841
LDC1P	0.00626802652782841
LINC01226	0.00626802652782841
TINAGL1	0.00446198498591175
PEF1-AS1	0.00263645048462974
COL16A1	0.00263645048462974
ADGRB2	0.0159656869460639
MIR4254	0.0145089812779165
SPOCD1	0.0302278214144238
PTP4A2	0.011294756762168
KHDRBS1	0.0386339272962913
TMEM39B	0.0415682720899713
MIR5585	0.0416651678291088
KPNA6	0.0255635354678564
TXLNA	0.0226912281119175
CCDC28B	0.021255074433948
IQCC-AS1	0.0215423051695419
IQCC	0.0221167666407297
DCDC2B	0.021255074433948
TMEM234	0.0203933822271663
EIF3I	0.0195316900203847
MTMR9LP	0.0183827670780091
FAM167B	0.0155104597220702
LCK	0.0149359982508824
HDAC1	0.0159327832866372
TSSK3	0.00412590444449174
FAM229A	0.00412590444449174
BSDC1	0.0210424005801996
GAPDHP20	0.0255921088137563
LRRC37A12P	0.0341228117516751
RN7SL122P	0.0341228117516751
ZBTB8B	0.0492490879657153
ZBTB8A	0.045647606374461
ZBTB8OS	0.0487782153079845
RBBP4	0.0487782153079845
SYNC	0.0487782153079845
NHSL3	0.0487782153079845
YARS1	0.034185146946599
AZIN2	0.0298622443968678
TRIM62	0.0496076426305324
ZNF362	0.0494473150963446
A3GALT2	0.0449213816612553
PHC2	0.0488173568036841
MIR3605	0.0449213816612553
RN7SKP16	0.0449213816612553
PHC2-AS1	0.0449213816612553
TLR12P	0.0488173568036841
ZSCAN20	0.000295080884910271
CSMD2	0.0051147353384447
HSPD1P14	0.0489095471824917
HMGB4	0.0295778856528933
CSMD2-AS1	0.0322667843486109
RNA5SP42	0.0264239577385192
C1orf94	0.0407906489264124
MIR552	0.045622164980529
SMIM12	0.0490568456029402
GJB5	0.0429780055307541
GJB4	0.0425057197556909
GJB3	0.0418760053889399
GJA4	0.0440800056725684
DLGAP3	0.0467642261054354
CLSPN	0.0465181286650741
CLSPN-AS1	0.0479057659946131
CLSPN-DT	0.0457912829046823
AGO4	0.0457912829046823
AGO1	0.0332265087677934
CFAP97P1	0.0332265087677934
AGO3	0.0170545546160391
TRAPPC3	0.0296084418805869
MAP7D1	0.0296084418805869
RN7SL131P	0.0296084418805869
THRAP3	0.0370145174449375
UBE2V2P4	0.0370145174449375
SH3D21	0.0370145174449375
EVA1B	0.0312859646328831
STK40	0.0469289469493246
LSM10	0.0469289469493246
RNU4-27P	0.0469289469493246
OSCP1	0.0499376694363266
SNORA63C	0.0499376694363266
MRPS15	0.0478195343666543
CSF3R	0.0478195343666543
GRIK3	0.0436078346168275
MIR4255	0.0221557887024631
RNU6-636P	0.0221557887024631
RNA5SP43	0.0423409025068838
RPS29P6	0.0119768990623223
LITATS1	0.0498323595792797
ZC3H12A	0.0409868703644454
MIR6732	0.0411554019037728
MEAF6	0.0422677100633343
MIR5581	0.0440918555099731
SNIP1	0.042761921342005
FTH1P1	0.0420379168730625
RPS27P9	0.0420379168730625
DNALI1	0.0420379168730625
GNL2	0.0420379168730625
AIRIM	0.0466222659614235
CDCA8	0.0466222659614235
EPHA10	0.00124478813356002
ACTN4P2	0.00150655632596397
MANEAL	0.0011159676488622
YRDC	0.00102297034479035
C1orf122	0.00102297034479035
MTF1	0.00116987362553002
INPP5B	0.00115854945789644
INPP5B-AS1	0.00109234663173093
SNORA63	0.00295430111763593
RNU6-584P	0.0012192353818815
SF3A3	0.0012996420940482
RNU6-510P	0.0492053701586416
FHL3	0.0371208511583449
MIR3659HG	0.0467460257670399
POU3F1	0.035468290701854
MIR3659	0.0473109014908069
LINC02786	0.0413043425431068
LINC01343	0.0330521693108923
LINC01685	0.0472067951433192
HSPA5P1	0.0374429632929622
RRAGC	0.0236554587442852
RRAGC-DT	0.00236562904547008
MYCBP	0.0234264376662244
GJA9	0.0228827924727356
RHBDL2	0.00164145688869353
RNU6-605P	0.00600398919607148
EIF1P2	0.00154490060112332
AKIRIN1	0.00149662245733821
NDUFS5	0.0012552317384127
MACF1	0.0318635577136205
RNU6-608P	0.0177019765075669
HSPE1P8	0.0457572398378003
BMP8A	0.0477148047880404
OXCT2P1	0.0437385710557037
PPIEL	0.048112428161274
PABPC4	0.0487195093915899
PABPC4-AS1	0.0487195093915899
SNORA55	0.0487195093915899
HEYL	0.0417622186709954
NT5C1A	0.0408247088410988
HPCAL4	0.0408247088410988
PPIE	0.039690812624914
RNU7-121P	0.03293262557297
BMP8B	0.0308388545079687
OXCT2	0.0346110052131518
BMP8B-AS1	0.0391601107202323
LINC02811	0.0447544122516941
TRIT1	0.0434627559602422
MYCL-AS1	0.0457380353717673
MYCL	0.0437684549012127
MFSD2A	0.0463460943711
CAP1	0.0303598201165408
PPT1	0.0262598890516955
OAZ1P1	0.0450745871656011
RLF	0.0174952304450472
RNU6-1237P	0.0144832788373484
TMCO2	0.0150855990209952
ZMPSTE24-DT	0.0150855990209952
ZMPSTE24	0.0150855990209952
COL9A2	0.0208609811681618
RPL21P20	0.00888480106195475
SMAP2	0.0299167958270993
ZFP69B-DT	0.00715436155504806
ZFP69B	0.00715436155504806
ZFP69	0.00715436155504806
EXO5-DT	0.0143087231100961
EXO5	0.00717461752870774
ZNF684	0.00575302694315462
GTF2F2P2	0.00719128367894328
RIMS3	0.0172590808294639
NFYC-AS1	0.0321552698017885
NFYC	0.0454154602468736
MIR30E	0.0378462168723947
MIR30C1	0.0395472976639499
KCNQ4	0.0396702196027545
RN7SL326P	0.0466765754524232
CITED4	0.0424557503127149
UBE2V1P8	0.0466180787747457
CTPS1	0.0498927422664008
SLFNL1-AS1	0.0490851820294537
SLFNL1	0.0498927422664008
SCMH1	0.0498927422664008
RPL23AP17	0.0480233699022729
SCMH1-DT	0.00743155494205925
RPL36AP9	0.0447226612000494
FOXO6	0.00433507371620123
FOXO6-AS1	0.00330291330758189
RNA5SP45	0.0395172335897275
EDN2	0.0398972069896287
HIVEP3	0.0362659946066897
GUCA2B	0.0406584060149926
GUCA2A	0.0406584060149926
FOXJ3	0.0424656141044489
RIMKLA	0.0475799010667435
ZMYND12	0.0475799010667435
PPCS	0.0417671773366328
CCDC30	0.0403953386268225
RPS3AP11	0.0253347839497966
TMSB4XP1	0.0253347839497966
PPIH	0.0292576489271902
YBX1	0.0330975244472384
CLDN19	0.0330975244472384
P3H1	0.00688793621114737
C1orf50	0.00688793621114737
TMEM269-DT	0.00590394532384061
TMEM269	0.00491995443653384
SVBP	0.00393596354922707
ERMAP	0.00393596354922707
ZNF691-DT	0.00590394532384061
ZNF691	0.00393596354922707
MKRN8P	0.0417179704871013
ATP6V1E1P1	0.0417179704871013
SLC2A1	0.0335466683494746
ATP6V0CP4	0.0335466683494746
SLC2A1-DT	0.0251600012621059
RNU6-880P	0.0167733341747373
U6	0.0293869521470232
EBNA1BP2	0.0473114075838756
CFAP57	0.047496942515577
RNA5SP46	0.0481922680778215
TMEM125	0.0471477002911978
C1orf210	0.0471477002911978
TIE1	0.0211963258803465
MPL	0.00635889776410396
CDC20-DT	0.00635889776410396
CDC20	0.00529908147008663
ELOVL1	0.00529908147008663
MIR6734	0.00529908147008663
MED8-AS1	0.00529908147008663
MED8	0.0042392651760693
SZT2	0.00529908147008663
SZT2-AS1	0.0051226923733589
MIR6735	0.0051226923733589
HYI	0.00543008920536657
HYI-AS1	0.00814513380804986
PTPRF	0.00753926533015857
ST3GAL3	0.0295991576612674
MIR6079	0.023835269307856
SHMT1P1	0.0295991576612674
ARTN	0.0295991576612674
LINC02918	0.0241639204661196
IPO13	0.0214790404143285
DPH2	0.0161092803107464
ATP6V0B	0.0161092803107464
B4GALT2	0.0429147881838616
CCDC24	0.0452727435785793
SLC6A9	0.0424002068022979
KRT8P47	0.0478383405612284
RN7SL479P	0.0485033102701387
KLF17	0.0485033102701387
KLF18	0.0485033102701387
OOSP1P1	0.047673260189741
DMAP1	0.047673260189741
ERI3	0.0481648986677031
RNU6-369P	0.0472832607872368
RNF220	0.00671590533515635
MIR5584	0.0178294879234902
TMEM53	0.0257141740958237
ARMH1	0.0341578883662754
RNU5F-1	0.0409894660395304
RNU5D-1	0.044405254876158
KIF2C	0.044405254876158
RPS8	0.0273263106930203
SNORD55	0.0273263106930203
SNORD46	0.0273263106930203
SNORD38A	0.0273263106930203
SNORD38B	0.0273263106930203
RPS15AP11	0.0273263106930203
BEST4	0.0307420995296478
PLK3	0.0316735027964918
DYNLT4	0.0299958669403456
BTBD19	0.0359950403284147
PTCH2	0.0319955914030353
RNU5E-6P	0.0359950403284147
EIF2B3	0.0498238726461632
RNA5SP47	0.0498238726461632
CCNB1IP1P1	0.0498238726461632
PPIAP35	0.0236119959334378
MRPS17P1	0.0236119959334378
HECTD3	0.0188895967467503
UROD	0.0188895967467503
ZSWIM5	0.0315718418260829
OSTCP5	0.0125930644978335
LINC01144	0.032196950242634
HPDL	0.0338079756346366
MUTYH	0.0343959404282825
TOE1	0.0356202682425037
TESK2	0.0367833790422589
PPIAP36	0.0332849236787356
CCDC163	0.0123208947674739
MMACHC	0.0123208947674739
PRDX1	0.0138610066134081
HMGB1P48	0.0123208947674739
AKR1A1	0.0169412303052766
NASP	0.000292939474311062
CCDC17	0.000197446437240791
GPBP1L1	0.000211175543827365
RPS15AP10	0.000166717534600552
RPL7AP16	0.000166717534600552
TMEM69	0.000138931278833793
