pathway	pval	padj	log2err	ES	NES	size	leadingEdge	database
REACTOME_COMPLEX_III_ASSEMBLY	0.354214123006834	0.932550560100149	0.0679922591544058	0.44890055814139	1.16061130716635	24	UQCC2|UQCC1|NFS1|HSPA9|HSCB|BCS1L|LYRM7|UQCRQ|UQCRC2|UQCRH|UQCC3|UQCR10	Reactome
REACTOME_COMPLEX_IV_ASSEMBLY	0.528481012658228	0.939919918356576	0.0455878202571231	0.274715639418917	0.728050078937472	40	COX6B2|COX6A2|COX5A|COX17|COX15|CMC1|RAB5IF|COX14|HIGD1A|COX7A1|COX8A	Reactome
REACTOME_COMPLEX_I_BIOGENESIS	0.969262295081967	0.989942229042663	0.0110006035430037	0.0968751095420624	0.246217679774076	60	ECSIT|TIMMDC1|NDUFS5|NDUFA7|HSPA9|HSCB|TMEM186|FOXRED1|NDUFS7|NDUFV1	Reactome
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	4.72372262851046e-25	8.95145438102732e-23	1.29512308741004	0.957719896390809	2.44267521010106	70	H3C11|H4C13|H4C12|H2BC15|H4C11|H2AC14|H2BC14|H3C10|H2BC13|H2BC17|H3C12|H4C9|H2BC11|H2BC12|H2BC8|H2AC8|H3C6|H4C5|H2AC7|H2BC7|H3C4|H4C4|H2BC6|H2BC5|H4C6|H3C7|H2BC9|H2AC6|H3C8|H2BC10|H4C8|H4C2|H2AC4|H3C2|H3C3|H2BC3|H3C1|H4C1|H4C3|H2BC4|H2BC1	Reactome
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	0.723404255319149	0.952675399056053	0.0289274314524646	0.242051853636828	0.615512599344596	81	PTPN11|GRB2|ERBB2|CD80|PIK3R2|CD86|CD19|ESR1|FLT3|FGF2|CD28|FGF4|PIK3CB|FGF6|NRG4|FGFR1|FGF23|ESR2|FGF19	Reactome
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	0.789053591790194	0.970056349541365	0.0304894126298511	0.18741339665737	0.486001590230426	22	CHUK|FOXO6|PRR5|RICTOR|CASP9|TSC2|CDKN1B|BAD|MDM2|CDKN1A|GSK3B|FOXO1|PDPK1|RPS6KB2	Reactome
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	0.292397660818713	0.920647773279352	0.0791316651768349	0.471681520900512	1.22190640797117	18	CDC37|HRAS|GRB2|PLCG1|UBA52	Reactome
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.34093637454982	0.930477432307835	0.0725351864394589	0.382860522804421	0.987907766392911	16	UBE2S|ANAPC7|CDC20|CDC26|UBE2E1|ANAPC2|ANAPC4|CDC14A	Reactome
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	0.152452025586354	0.691395560960778	0.111918316325105	0.687666947193314	1.81289304859515	37	CSNK2B|CSNK2A2	Reactome
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	0.455049944506104	0.938807510002273	0.0547939500773363	0.314228592916938	0.824429206472296	28	PFDN6|TUBA8	Reactome
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	0.885395537525355	0.974976864495278	0.0174698106128933	0.141330669266442	0.360557503830372	65	PPP6R1|SEC24A|TRAPPC4|SAR1B|LMAN1L	Reactome
