pathway	pval	padj	log2err	ES	NES	size	leadingEdge	database
GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_DN	0.0609390609390609	0.371779481023179	0.179782316298324	0.599298750755771	1.47902368893561	184	TSBP1|MICA|ARPC5|STAT1|H2AC6|PYCARD|KEAP1|HIBCH|IKZF3|EAF2|IPP|PTPRC|USP18|GPBP1L1|JAK2|CHI3L2|ZNF267	ImmuneSigDB
GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP	0.694305694305694	0.943786982248521	0.0302754424728262	0.33758357146198	0.833130552263125	184	TNF|TNFAIP3|SLC15A2|TGFB1I1|PRKAB2|LPCAT3|DNASE1L3|OAT|METTL2B|RPL23|CPD|CRYL1|SYPL1|PPP2R3C|ITGA5|SEMA3D|SPINT3	ImmuneSigDB
GSE24102_GRANULOCYSTIC_MDSC_VS_NEUTROPHIL_DN	0.384615384615385	0.819269359403139	0.0577308549299813	0.462256688454939	1.14120780559211	183	HLA-DQA1|MRPS18B|TNIP1|PRDM1|HSPBP1|MFHAS1|EIF3G|RPP14|LUC7L|DNAJC10|TRIM13|ADO|RRP9|SQLE|GASK1B|CRHR1|ROMO1|ATP2A2	ImmuneSigDB
GSE24102_GRANULOCYSTIC_MDSC_VS_NEUTROPHIL_UP	0.342657342657343	0.780539944143709	0.0632191170859458	0.476678279177291	1.17279143182833	188	ATP6V1G2|COL11A2|H3C7|H2BC3|LMNTD2|ALDH2|HIBCH|CLEC16A|LCMT2|CFAP119|ITFG1|C1D|MANEAL|RSPH3|FLI1|AKIRIN1|SAMD10|CCDC62|MTFMT|CPNE1|UCKL1|RNF125|FGF2|LDLRAP1|PNPO|NIPA2|KHDC3L|ARGLU1|MRPL10|TSPAN5|BAIAP3|CREBRF	ImmuneSigDB
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_DN	0.634365634365634	0.931478229946881	0.0346410167413251	0.362515608846499	0.898367150914756	179	LTA|H3C4|CLDN4|PTPN12|APOE|IFTAP|CLBA1|TRIM13	ImmuneSigDB
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	0.265734265734266	0.696114195083267	0.0758886900606117	0.497241015454031	1.22506343837544	185	HLA-B|HLA-C|BLK|PTPN22	ImmuneSigDB
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN	0.621378621378621	0.930033444816054	0.0356176233437444	0.370659290399	0.91320130610581	185	STAT1|H3C4|H2BC3|CUX2|MFHAS1|GRB7|FDFT1|RGL3|TRIB2|IL10|ARID5B|TNNT1|APOE|IFTAP|DENND2D|SH3BGRL2|TNFSF11|CXCR5|CTNND2|DLST|ELL2|PCBP4|SPIB|FLNB|FBLN2|ELAVL4|GEM|LMO7|ADRB2|PLIN2|TM7SF2|IL5RA|ARID3A|B4GALNT2|FAM118B|ADAM2|EPHX2|ID2	ImmuneSigDB
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP	0.122877122877123	0.513960113960114	0.122107920287081	0.566859295893987	1.40083300931092	182	HLA-B|HLA-C|HLA-DMA|TAPBP|PTPN22|PPARGC1B	ImmuneSigDB
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN	0.878121878121878	0.995802356749102	0.0169971052149879	0.227068026395526	0.560579891205249	183	H3C4|EIF5A|ERP29|SHCBP1|MRPS7|TUBA8|TMEM60|TRIM13|CIAPIN1|SF3A3|ABCB9|AMZ2|RAG1|TERT|KLHL9|CNEP1R1|PNPO|TMEM167A|ZW10|PYCR3|BUB1|ESAM|IL5RA|CACYBP|MRPS11|B4GALNT2|AHR|HIF3A|FAM111A|RAB8A|PTPRF|SNRNP25|DNAJC11|NSUN4|PHB1|GZMB|POLR2F|MSMO1|EEF1E1|ACP5|PTPN14|ASNSD1|TXK|BMAL1|BCAT1|IGF2BP1	ImmuneSigDB
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP	0.00524251498949909	0.120554122971196	0.407017918923954	0.683847510225266	1.68450710747669	189	VWA7|HLA-B|HLA-DRB1|HLA-DOB|HLA-DMA|GABBR1|HSD17B8|IRF8	ImmuneSigDB
GSE24142_DN2_VS_DN3_THYMOCYTE_ADULT_DN	0.946053946053946	0.998574937084988	0.0108943796561199	0.173832734996468	0.428198499278302	189	PPARGC1B|CTSB|C16orf87|CNTNAP2|TRIB2|IFTAP|LEF1|NR3C1|RCOR1|CHCHD3|TRIP12|PTCRA|ACTN1|DNAJC5|PRKCB|RAG1|SPIB|DARS1|CD28|FBLN2|ITPR2|AXL|AKAP1|SPRY1|ID2|ZFP36L1|TIMM9|IL34|RAPGEF6|PTPRF|HOOK2|EIF2AK3|URI1|PLD4|PDE12|SENP2|MTHFD1|LYST|SKP1|SLAMF6|PHLDA1|EGR1|BMAL1|BCAT1|EIF2S1|BID|UPB1|RPF2|TGFBR1|NSG2|NAF1|HERPUD2|LCK|SIT1|ZMPSTE24|PLXDC1|NEFH|MIX23	ImmuneSigDB
